video_id,song_name,artist_name,views,likes,comments,chart_position,collection_date
"yt_unknown_saiyaara_title_song_|_ahaan_panday,_aneet_padda_|_tanishk_bagchi,_faheem_a,_arslan_n_|_ir","Saiyaara Title Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil",Unknown,1076904,0,0,39,2025-12-08
yt_grupo_firme_el_beneficio_de_la_duda_(video_oficial),El Beneficio De La Duda (Video Oficial),Grupo Firme,1066726,0,0,40,2025-12-08
yt_billie_eilish_birds_of_a_feather_(official_music_video),BIRDS OF A FEATHER (Official Music Video),Billie Eilish,1063430,0,0,41,2025-12-08
yt_tyla_chanel_(official_music_video),CHANEL (Official Music Video),Tyla,1049710,0,0,42,2025-12-08
yt_blok3_gi̇t_(official_music_video),GİT (Official Music Video),BLOK3,1049297,0,0,43,2025-12-08
yt_unknown_golden,Golden,Unknown,1011986,0,0,44,2025-12-08
yt_frecuencia_dareyes_de_la_sierra_(video_oficial),Dareyes de la Sierra (Video Oficial),Frecuencia,1011023,0,0,45,2025-12-08
yt_gustavo_mioto_pedido_de_socorro,Pedido de Socorro,Gustavo Mioto,1006375,0,0,46,2025-12-08
"yt_unknown_aawaara_angaara_(film_version)_|_tere_ishk_mein_|dhanush,kriti_|ar_rahman,faheem|aanand_l","Aawaara Angaara (Film Version) | Tere Ishk Mein |Dhanush,Kriti |AR Rahman,Faheem|Aanand LR|Bhushan K",Unknown,1005737,0,0,47,2025-12-08
yt_화사_(hwasa)_'good_goodbye'_mv,'Good Goodbye' MV,화사 (HWASA),1003900,0,0,48,2025-12-08
yt_blok3_napiyosun_mesela_?_(official_music_video),NAPIYOSUN MESELA ? (Official Music Video),BLOK3,1002834,0,0,49,2025-12-08
yt_unknown_for_a_reason_(official_video)_karan_aujla_|_tania__|_ikky_|_latest_punjabi_songs_2025,For A Reason (Official Video) Karan Aujla | Tania  | Ikky | Latest Punjabi Songs 2025,Unknown,990020,0,0,50,2025-12-08
yt_unknown_laal_pari_(song):_yo_yo_honey_singh_|_sajid_nadiadwala_|_tarun_mansukhani_|_housefull_5,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5,Unknown,975687,0,0,51,2025-12-08
yt_çağla_&_doğu_swag_seni_düşündüm_(prod._by_büken),Seni Düşündüm (Prod. by Büken),Çağla & Doğu Swag,972995,0,0,52,2025-12-08
"yt_pedro_sampaio_sequência_feiticeira_feat_mc_gw,_mc_rodrigo_do_cn,_mc_jhey,_mc_nito","SEQUÊNCIA FEITICEIRA feat MC GW, MC Rodrigo do CN, MC Jhey, MC Nito",PEDRO SAMPAIO,945539,0,0,53,2025-12-08
yt_manifest_amatör_|_official_music_video,Amatör | Official Music Video,manifest,915067,0,0,54,2025-12-08
"yt_unknown_oorum_blood_|_dude_|_pradeep_ranganathan,_mamitha_|_sai_abhyankkar|_keerthiswaran|paal_da","Oorum Blood | Dude | Pradeep Ranganathan, Mamitha | Sai Abhyankkar| Keerthiswaran|Paal Dabba| Mythri",Unknown,893162,0,0,55,2025-12-08
yt_unknown_alpha_drive_one_(알파드라이브원)__formula_performance_video,ALPHA DRIVE ONE (알파드라이브원)  FORMULA PERFORMANCE VIDEO,Unknown,888590,0,0,56,2025-12-08
"yt_guru_randhawa_""azul""__mv","""AZUL""  MV",GURU RANDHAWA,881058,0,0,57,2025-12-08
yt_dj_snake_let_me_love_you_ft._justin_bieber,Let Me Love You ft. Justin Bieber,DJ Snake,878476,0,0,58,2025-12-08
yt_wiz_khalifa_see_you_again_ft._charlie_puth_[official_video]_furious_7_soundtrack,See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,Wiz Khalifa,874435,0,0,59,2025-12-08
yt_unknown_hana_/_non_stop_-music_video-,HANA / NON STOP -Music Video-,Unknown,869136,0,0,60,2025-12-08
yt_unknown_#video_|_सईयाँ_सेवा_करे_|_#pawan_singh_|_saiyan_seva_kare_|_#shilpi_raj_|_new_bhojpuri_so,#video | सईयाँ सेवा करे | #Pawan Singh | Saiyan Seva Kare | #Shilpi Raj | New Bhojpuri Song 2025,Unknown,867081,0,0,61,2025-12-08
yt_grupo_frontera_x_grupo_firme_el_amor_de_su_vida_(video_oficial),EL AMOR DE SU VIDA (Video Oficial),Grupo Frontera x Grupo Firme,865470,0,0,62,2025-12-08
yt_psy_gangnam_style(강남스타일)_m/v,GANGNAM STYLE(강남스타일) M/V,PSY,860950,0,0,63,2025-12-08
yt_benson_boone_beautiful_things_(official_music_video),Beautiful Things (Official Music Video),Benson Boone,855326,0,0,64,2025-12-08
"yt_humberto_e_ronaldo,_panda_mente_poluída_[_dvd_de_verdade_]",Mente Poluída [ DvD de Verdade ],"Humberto e Ronaldo, Panda",854473,0,0,65,2025-12-08
yt_jere_klein_x_katteyes_todo_k_ver_(video_oficial),TODO K VER (VIDEO OFICIAL),JERE KLEIN X KATTEYES,854400,0,0,66,2025-12-08
"yt_unknown_tere_ishk_mein:_aawaara_angaara_(lyrics)_dhanush,kriti_|ar_rahman,faheem,irshad|aanand_lr","Tere Ishk Mein: Aawaara Angaara (Lyrics) Dhanush,Kriti |AR Rahman,Faheem,Irshad|Aanand LR|Bhushan K",Unknown,846132,0,0,67,2025-12-08
yt_unknown_“gabriela”_performance_video_|_katseye,“Gabriela” Performance Video | KATSEYE,Unknown,843846,0,0,68,2025-12-08
yt_michael_bublé_it's_beginning_to_look_a_lot_like_christmas_(official_music_video),It's Beginning to Look a Lot Like Christmas (Official Music Video),Michael Bublé,841931,0,0,69,2025-12-08
yt_unknown_aaj_ki_raat_-full_song_|stree_2|tamannaah_bhatia|rajkummar_rao|sachin-jigar|madhubanti|di,Aaj Ki Raat -Full Song |Stree 2|Tamannaah Bhatia|Rajkummar Rao|Sachin-Jigar|Madhubanti|Divya|Amitabh,Unknown,841330,0,0,70,2025-12-08
yt_não_tem_mais_amor_vitor_fernandes_(clipe_oficial),Vitor Fernandes (Clipe Oficial),NÃO TEM MAIS AMOR,838166,0,0,71,2025-12-08
yt_luis_fonsi_despacito_ft._daddy_yankee,Despacito ft. Daddy Yankee,Luis Fonsi,802021,0,0,72,2025-12-08
yt_unknown_shaky_(_official_#video_)_sanju_rathod_ft._isha_malviya_|_g-spark_|_new_#marathi_songs_20,Shaky ( Official #Video ) Sanju Rathod Ft. Isha Malviya | G-Spark | New #Marathi Songs 2025,Unknown,801799,0,0,73,2025-12-08
yt_herencia_de_grandes_ya_borracho_[official_video],Ya Borracho [Official Video],Herencia De Grandes,801400,0,0,74,2025-12-08
"yt_hollywood_peso_pluma,_estevan_plazola_(video_oficial)","Peso Pluma, Estevan Plazola (Video Oficial)",Hollywood,799064,0,0,75,2025-12-08
yt_beéle_no_tiene_sentido_(video_oficial),no tiene sentido (Video Oficial),Beéle,794768,0,0,76,2025-12-08
yt_50_cent_in_da_club_(official_music_video),In Da Club (Official Music Video),50 Cent,788762,0,0,77,2025-12-08
yt_youngohm_ใจฉันตามเธอไป_(official_lyric_video),ใจฉันตามเธอไป (Official Lyric Video),YOUNGOHM,788527,0,0,78,2025-12-08
yt_semicenk_çıkmaz_bir_sokakta,Çıkmaz Bir Sokakta,Semicenk,787121,0,0,79,2025-12-08
yt_แก้บน_ก้านตอง_ทุ่งเงิน【official_mv】,ก้านตอง ทุ่งเงิน【OFFICIAL MV】,แก้บน,786520,0,0,80,2025-12-08
"yt_unknown_संकटमोचन_हनुमान_अष्टक,_sankat_mochan_hanuman_ashtak,hariharan,hindi,_english_lyrics,_hanu","संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa",Unknown,773617,0,0,81,2025-12-08
"yt_grupo_menos_é_mais,_nattan_pela_última_vez_(ao_vivo)",Pela Última Vez (Ao Vivo),"Grupo Menos É Mais, NATTAN",770435,0,0,82,2025-12-08
"yt_unknown_gehra_hua_|_dhurandhar_|_ranveer_singh,_sara_arjun,_shashwat_sachdev,_arijit_singh_|_irsh","Gehra Hua | Dhurandhar | Ranveer Singh, Sara Arjun, Shashwat Sachdev, Arijit Singh | Irshad Kamil",Unknown,766653,0,0,83,2025-12-08
yt_unknown_full_video:_hookah_bar_|_khiladi_786_|_akshay_kumar_&_asin_|_himesh_reshammiya,Full Video: Hookah Bar | Khiladi 786 | Akshay Kumar & Asin | Himesh Reshammiya,Unknown,764731,0,0,84,2025-12-08
"yt_bol_kaffara_kya_hoga_ek_deewane_ki_deewaniyat_|_harshvardhan,_sonam_|_chetas,_neha,_farhan,_lijo","Ek Deewane Ki Deewaniyat | Harshvardhan, Sonam | Chetas, Neha, Farhan, Lijo",Bol Kaffara Kya Hoga,764641,0,0,85,2025-12-08
"yt_unknown_betsy,_мария_янковская_–_sigma_boy_(official_music_video)","Betsy, Мария Янковская – Sigma Boy (Official Music Video)",Unknown,761549,0,0,86,2025-12-08
yt_cazzu_con_otra_(video_oficial),Con Otra (Video Oficial),Cazzu,758344,0,0,87,2025-12-08
"yt_unknown_saiyaara_full_song_|_ahaan_panday,_aneet_padda_|_tanishk_bagchi,_faheem_a,_arslan_n_|_irs","Saiyaara Full Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil",Unknown,753454,0,0,88,2025-12-08
yt_radiohead_creep,Creep,Radiohead,746968,0,0,89,2025-12-08
yt_midnight_call_(official_video)_harkirat_sangha_|_starboy_x_|_rupan_bal_|_interstellar_2025,Harkirat Sangha | Starboy X | Rupan Bal | Interstellar 2025,Midnight Call (Official Video),745995,0,0,90,2025-12-08
yt_the_police_every_breath_you_take_(official_music_video),Every Breath You Take (Official Music Video),The Police,734867,0,0,91,2025-12-08
yt_mirjalol_nematov_dilbar_(official_music_video),Dilbar (Official Music Video),Mirjalol Nematov,734209,0,0,92,2025-12-08
"yt_kybba,_ryan_castro,_sean_paul_&_busy_signal_ba_ba_bad_remix_(video_oficial)",BA BA BAD REMIX (Video Oficial),"Kybba, Ryan Castro, Sean Paul & Busy Signal",732544,0,0,93,2025-12-08
yt_b_praak_x_jaani_dil_kaat_ke_|_sakshi_|_rajniesh_|_piyush_shazia_|_bunny_|_desi_melodies,Dil Kaat Ke | Sakshi | Rajniesh | Piyush Shazia | Bunny | Desi Melodies,B Praak x Jaani,732371,0,0,94,2025-12-08
"yt_post_malone,_swae_lee_sunflower_(spider-man:_into_the_spider-verse)_(official_video)",Sunflower (Spider-Man: Into the Spider-Verse) (Official Video),"Post Malone, Swae Lee",731817,0,0,95,2025-12-08
"yt_chikni_chameli_8k/4k_music_video_|_katrina_kaif,_hrithik_|_agneepath_|_shreya_ghoshal_|_ajay-atul","8K/4k Music Video | Katrina Kaif, Hrithik | Agneepath | Shreya Ghoshal | Ajay-Atul",Chikni Chameli,719200,0,0,96,2025-12-08
yt_unknown_daddy_yankee_||_bzrp_music_sessions_#0/66,DADDY YANKEE || BZRP Music Sessions #0/66,Unknown,718762,0,0,97,2025-12-08
yt_lewis_capaldi_someone_you_loved,Someone You Loved,Lewis Capaldi,717591,0,0,98,2025-12-08
yt_unknown_meesaala_pilla_full_lyrical_|_mana_shankara_varaprasad_garu_|_chiranjeevi_|_nayanthara_|b,Meesaala Pilla Full Lyrical | Mana Shankara Varaprasad Garu | Chiranjeevi | Nayanthara |Bheems Music,Unknown,717240,0,0,99,2025-12-08
"yt_lyrical_|_saiyaara_reprise_female_song_|_ahaan,_aneet_|_tanishk,_faheem,_arslan_|_shreya_|_irshad","Female Song | Ahaan, Aneet | Tanishk, Faheem, Arslan | Shreya | Irshad",Lyrical | Saiyaara Reprise,714459,0,0,100,2025-12-08
yt_divine_you_&_i_|_kalyani_priyadarshan_|_prod._by_zzorawar_|_official_music_video,You & I | Kalyani Priyadarshan | Prod. by Zzorawar | Official Music Video,DIVINE,710871,0,0,101,2025-12-08
yt_blackpink_‘뛰어(jump)’_m/v,‘뛰어(JUMP)’ M/V,BLACKPINK,705077,0,0,102,2025-12-08
