song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,17665,0,1,2025-04-09
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,15684,0,2,2025-04-09
am_doechii_anxiety,Anxiety,Doechii,14344,0,3,2025-04-09
am_alex_warren_ordinary,Ordinary,Alex Warren,13085,0,4,2025-04-09
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,12595,0,5,2025-04-09
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,12214,0,6,2025-04-09
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,11497,0,7,2025-04-09
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,11084,0,8,2025-04-09
am_lola_young_messy,Messy,Lola Young,9963,0,9,2025-04-09
am_drake_nokia,NOKIA,Drake,9947,0,10,2025-04-09
am_lady_gaga_abracadabra,Abracadabra,Lady Gaga,9255,0,11,2025-04-09
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,9109,0,12,2025-04-09
am_ed_sheeran_azizam,Azizam,Ed Sheeran,9002,0,13,2025-04-09
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,8763,0,14,2025-04-09
am_ariana_grande_twilight_zone,twilight zone,Ariana Grande,8494,0,15,2025-04-09
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,8444,0,16,2025-04-09
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,8388,0,17,2025-04-09
am_shaboozey_a_bar_song,A Bar Song,Shaboozey,7308,0,18,2025-04-09
am_bad_bunny_dtmf,DtMF,Bad Bunny,7163,0,19,2025-04-09
am_tate_mcrae_sports_car,Sports car,Tate McRae,6672,0,20,2025-04-09
am_teddy_swims_lose_control,Lose Control,Teddy Swims,6593,0,21,2025-04-09
am_chappell_roan_pink_pony_club,Pink Pony Club,Chappell Roan,6582,0,22,2025-04-09
am_wizthemc_&_bees_&_honey_show_me_love,Show Me Love,WizTheMc & bees & honey,6513,0,23,2025-04-09
am_jennie_like_jennie,like JENNIE,JENNIE,5966,0,24,2025-04-09
am_teddy_swims_bad_dreams,Bad Dreams,Teddy Swims,5962,0,25,2025-04-09
am_sabrina_carpenter_taste,Taste,Sabrina Carpenter,5690,0,26,2025-04-09
am_tate_mcrae_revolving_door,Revolving door,Tate McRae,5439,0,27,2025-04-09
am_the_weeknd_cry_for_me,Cry For Me,The Weeknd,5080,0,28,2025-04-09
am_post_malone_i_had_some_help,I Had Some Help,Post Malone,4674,0,29,2025-04-09
"am_chappell_roan_good_luck,_babe","Good Luck, Babe",Chappell Roan,4407,0,30,2025-04-09
am_hozier_too_sweet,Too Sweet,Hozier,4234,0,31,2025-04-09
am_sza_30_for_30,30 For 30,SZA,4128,0,32,2025-04-09
am_gigi_perez_sailor_song,Sailor Song,Gigi Perez,3972,0,33,2025-04-09
am_miley_cyrus_end_of_the_world,End of the World,Miley Cyrus,3915,0,34,2025-04-09
am_chrystal_&_notion_the_days,The Days,CHRYSTAL & NOTION,3860,0,35,2025-04-09
am_bad_bunny_baile_inolvidable,BAILE INoLVIDABLE,Bad Bunny,3804,0,36,2025-04-09
am_aespa_whiplash,Whiplash,aespa,3460,0,37,2025-04-09
"am_kendrick_lamar,_sza_all_the_stars",All The Stars,"Kendrick Lamar, SZA",3364,0,38,2025-04-09
am_kendrick_lamar_tv_off,tv off,Kendrick Lamar,3339,0,39,2025-04-09
am_myles_smith_stargazing,Stargazing,Myles Smith,3334,0,40,2025-04-09
am_coldplay_viva_la_vida,Viva La Vida,Coldplay,3213,0,41,2025-04-09
am_morgan_wallen_i'm_the_problem,I'm The Problem,Morgan Wallen,3203,0,42,2025-04-09
am_sabrina_carpenter_busy_woman,Busy Woman,Sabrina Carpenter,3192,0,43,2025-04-09
am_playboi_carti_&_the_weeknd_rather_lie,RATHER LIE,Playboi Carti & The Weeknd,3190,0,44,2025-04-09
am_sabrina_carpenter_please_please_please,Please Please Please,Sabrina Carpenter,3148,0,45,2025-04-09
am_morgan_wallen_just_in_case,Just In Case,Morgan Wallen,3025,0,46,2025-04-09
am_bad_bunny_nuevayol,NUEVAYoL,Bad Bunny,2944,0,47,2025-04-09
am_jennie_&_dua_lipa_handlebars,Handlebars,JENNIE & Dua Lipa,2898,0,48,2025-04-09
am_myles_smith_nice_to_meet_you,Nice To Meet You,Myles Smith,2851,0,49,2025-04-09
am_sza_snooze,Snooze,SZA,2798,0,50,2025-04-09
am_karol_g_si_antes_te_hubiera_conocido,Si Antes Te Hubiera Conocido,KAROL G,2778,0,51,2025-04-09
am_ed_sheeran_perfect,Perfect,Ed Sheeran,2761,0,52,2025-04-09
am_bad_bunny_voy_a_llevarte_pa_pr,VOY A LLeVARTE PA PR,Bad Bunny,2676,0,53,2025-04-09
am_ed_sheeran_shape_of_you,Shape of You,Ed Sheeran,2668,0,54,2025-04-09
am_jennie_&_doechii_extral,ExtraL,JENNIE & Doechii,2614,0,55,2025-04-09
am_ariana_grande_we_can't_be_friends,we can't be friends,Ariana Grande,2572,0,56,2025-04-09
am_sabrina_carpenter_bed_chem,Bed Chem,Sabrina Carpenter,2570,0,57,2025-04-09
am_ariana_grande_dandelion,dandelion,Ariana Grande,2543,0,58,2025-04-09
am_partynextdoor_&_drake_somebody_loves_me,SOMEBODY LOVES ME,PARTYNEXTDOOR & Drake,2486,0,59,2025-04-09
am_bad_bunny_eoo,EoO,Bad Bunny,2479,0,60,2025-04-09
am_chappell_roan_the_giver,The Giver,Chappell Roan,2478,0,61,2025-04-09
am_billie_eilish_chihiro,CHIHIRO,Billie Eilish,2443,0,62,2025-04-09
am_atlxs_passo_bem_solto,PASSO BEM SOLTO,ATLXS,2425,0,63,2025-04-09
am_bigxthaplug_&_bailey_zimmerman_all_the_way,All The Way,BigXthaPlug & Bailey Zimmerman,2413,0,64,2025-04-09
am_morgan_wallen_i'm_a_little_crazy,I'm A Little Crazy,Morgan Wallen,2384,0,65,2025-04-09
am_morgan_wallen_love_somebody,Love Somebody,Morgan Wallen,2347,0,66,2025-04-09
am_dasha_austin,Austin,Dasha,2331,0,67,2025-04-09
am_fuerza_regida_&_grupo_frontera_me_jalo,ME JALO,Fuerza Regida & Grupo Frontera,2322,0,68,2025-04-09
am_gims_ninao,NINAO,GIMS,2306,0,69,2025-04-09
am_floyymenor_&_cris_mj_gata_only,Gata Only,floyymenor & Cris Mj,2250,0,70,2025-04-09
"am_hugel,_topic_&_arash_i_adore_you",I Adore You,"HUGEL, Topic & Arash",2248,0,71,2025-04-09
am_dua_lipa_new_rules,New Rules,Dua Lipa,2241,0,72,2025-04-09
am_noah_kahan_stick_season,Stick Season,Noah Kahan,2236,0,73,2025-04-09
am_fleetwood_mac_dreams,Dreams,Fleetwood Mac,2142,0,74,2025-04-09
am_le_sserafim_hot,HOT,LE SSERAFIM,2138,0,75,2025-04-09
am_taylor_swift_cruel_summer,Cruel Summer,Taylor Swift,2137,0,76,2025-04-09
am_linkin_park_the_emptiness_machine,The Emptiness Machine,LINKIN PARK,2132,0,77,2025-04-09
"am_partynextdoor,_drake_&_yebba_die_trying",DIE TRYING,"PARTYNEXTDOOR, Drake & Yebba",2122,0,78,2025-04-09
am_the_killers_mr._brightside,Mr. Brightside,The Killers,2112,0,79,2025-04-09
am_coldplay_a_sky_full_of_stars,A Sky Full of Stars,Coldplay,2099,0,80,2025-04-09
am_zartmann_tau_mich_auf,tau mich auf,Zartmann,2072,0,81,2025-04-09
am_nina_chuba_unsicher,Unsicher,Nina Chuba,2066,0,82,2025-04-09
am_morgan_wallen_last_night,Last Night,Morgan Wallen,2058,0,83,2025-04-09
am_alemán_&_neton_vega_te_quería_ver,Te Quería Ver,Alemán & Neton Vega,2048,0,84,2025-04-09
am_babymonster_drip,DRIP,BABYMONSTER,2014,0,85,2025-04-09
am_benson_boone_sorry_i'm_here_for_someone_else,Sorry I'm Here For Someone Else,Benson Boone,2005,0,86,2025-04-09
am_bad_bunny_tití_me_preguntó,Tití Me Preguntó,Bad Bunny,1954,0,87,2025-04-09
am_jazeek_akon,AKON,Jazeek,1948,0,88,2025-04-09
am_ariana_grande_warm,warm,Ariana Grande,1943,0,89,2025-04-09
am_playboi_carti_evil_j0rdan,EVIL J0RDAN,Playboi Carti,1935,0,90,2025-04-09
am_jennie_mantra,Mantra,JENNIE,1923,0,91,2025-04-09
am_oimara_wackelkontakt,Wackelkontakt,Oimara,1920,0,92,2025-04-09
am_rauw_alejandro_&_bad_bunny_qué_pasaría...,Qué Pasaría...,Rauw Alejandro & Bad Bunny,1911,0,93,2025-04-09
am_gims_ciel,CIEL,GIMS,1902,0,94,2025-04-09
am_teddy_swims_the_door,The Door,Teddy Swims,1878,0,95,2025-04-09
am_illit_magnetic,Magnetic,ILLIT,1840,0,96,2025-04-09
am_alleh_&_yorghaki_capaz,capaz,Alleh & Yorghaki,1828,0,97,2025-04-09
am_morgan_wallen_lies_lies_lies,Lies Lies Lies,Morgan Wallen,1822,0,98,2025-04-09
am_g-dragon_home_sweet_home,HOME SWEET HOME,G-DRAGON,1752,0,99,2025-04-09
am_lbi_jumping_machine,Jumping Machine,LBI,1738,0,100,2025-04-09
am_ariana_grande_intro,intro,Ariana Grande,1732,0,101,2025-04-09
am_the_weeknd_&_anitta_são_paulo,São Paulo,The Weeknd & Anitta,1707,0,102,2025-04-09
am_tate_mcrae_greedy,greedy,Tate McRae,1705,0,103,2025-04-09
am_keblack_mood,Mood,KeBlack,1704,0,104,2025-04-09
