song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,20431,0,1,2025-02-05
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,19367,0,2,2025-02-05
am_the_weeknd_cry_for_me,Cry For Me,The Weeknd,18020,0,3,2025-02-05
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,16401,0,4,2025-02-05
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,15588,0,5,2025-02-05
am_lady_gaga_abracadabra,Abracadabra,Lady Gaga,14239,0,6,2025-02-05
am_lola_young_messy,Messy,Lola Young,13672,0,7,2025-02-05
am_the_weeknd_&_anitta_são_paulo,São Paulo,The Weeknd & Anitta,13486,0,8,2025-02-05
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,12905,0,9,2025-02-05
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,12823,0,10,2025-02-05
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,12324,0,11,2025-02-05
am_bad_bunny_dtmf,DtMF,Bad Bunny,11487,0,12,2025-02-05
am_the_weeknd_&_justice_wake_me_up,Wake Me Up,The Weeknd & Justice,11058,0,13,2025-02-05
am_the_weeknd_baptized_in_fear,Baptized In Fear,The Weeknd,10847,0,14,2025-02-05
am_the_weeknd_open_hearts,Open Hearts,The Weeknd,10821,0,15,2025-02-05
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,10551,0,16,2025-02-05
"am_the_weeknd,_travis_scott_&_florence_+_the_machine_reflections_laughing",Reflections Laughing,"The Weeknd, Travis Scott & Florence + the Machine",9832,0,17,2025-02-05
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,9515,0,18,2025-02-05
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,9321,0,19,2025-02-05
"am_chappell_roan_good_luck,_babe","Good Luck, Babe",Chappell Roan,8386,0,20,2025-02-05
