song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,17528,0,1,2025-04-08
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,15763,0,2,2025-04-08
am_doechii_anxiety,Anxiety,Doechii,14382,0,3,2025-04-08
am_alex_warren_ordinary,Ordinary,Alex Warren,13077,0,4,2025-04-08
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,12452,0,5,2025-04-08
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,12143,0,6,2025-04-08
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,11305,0,7,2025-04-08
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,11145,0,8,2025-04-08
am_drake_nokia,NOKIA,Drake,9998,0,9,2025-04-08
am_lola_young_messy,Messy,Lola Young,9934,0,10,2025-04-08
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,9726,0,11,2025-04-08
am_lady_gaga_abracadabra,Abracadabra,Lady Gaga,9223,0,12,2025-04-08
am_ed_sheeran_azizam,Azizam,Ed Sheeran,9064,0,13,2025-04-08
am_ariana_grande_twilight_zone,twilight zone,Ariana Grande,8993,0,14,2025-04-08
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,8731,0,15,2025-04-08
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,8426,0,16,2025-04-08
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,8141,0,17,2025-04-08
am_shaboozey_a_bar_song,A Bar Song,Shaboozey,7278,0,18,2025-04-08
am_bad_bunny_dtmf,DtMF,Bad Bunny,7091,0,19,2025-04-08
am_wizthemc_&_bees_&_honey_show_me_love,Show Me Love,WizTheMc & bees & honey,6656,0,20,2025-04-08
am_chappell_roan_pink_pony_club,Pink Pony Club,Chappell Roan,6655,0,21,2025-04-08
am_tate_mcrae_sports_car,Sports car,Tate McRae,6565,0,22,2025-04-08
am_teddy_swims_lose_control,Lose Control,Teddy Swims,6482,0,23,2025-04-08
am_teddy_swims_bad_dreams,Bad Dreams,Teddy Swims,6048,0,24,2025-04-08
am_jennie_like_jennie,like JENNIE,JENNIE,6002,0,25,2025-04-08
am_sabrina_carpenter_taste,Taste,Sabrina Carpenter,5541,0,26,2025-04-08
am_tate_mcrae_revolving_door,Revolving door,Tate McRae,5417,0,27,2025-04-08
am_post_malone_i_had_some_help,I Had Some Help,Post Malone,4619,0,28,2025-04-08
am_billie_eilish_chihiro,CHIHIRO,Billie Eilish,4356,0,29,2025-04-08
"am_chappell_roan_good_luck,_babe","Good Luck, Babe",Chappell Roan,4348,0,30,2025-04-08
am_miley_cyrus_end_of_the_world,End of the World,Miley Cyrus,4280,0,31,2025-04-08
am_the_weeknd_cry_for_me,Cry For Me,The Weeknd,4235,0,32,2025-04-08
am_sza_30_for_30,30 For 30,SZA,4157,0,33,2025-04-08
am_hozier_too_sweet,Too Sweet,Hozier,4068,0,34,2025-04-08
am_gigi_perez_sailor_song,Sailor Song,Gigi Perez,3966,0,35,2025-04-08
am_chrystal_&_notion_the_days,The Days,CHRYSTAL & NOTION,3896,0,36,2025-04-08
am_bad_bunny_baile_inolvidable,BAILE INoLVIDABLE,Bad Bunny,3747,0,37,2025-04-08
am_aespa_whiplash,Whiplash,aespa,3515,0,38,2025-04-08
"am_kendrick_lamar,_sza_all_the_stars",All The Stars,"Kendrick Lamar, SZA",3505,0,39,2025-04-08
am_playboi_carti_rather_lie,RATHER LIE,Playboi Carti,3410,0,40,2025-04-08
am_kendrick_lamar_tv_off,tv off,Kendrick Lamar,3327,0,41,2025-04-08
am_morgan_wallen_i'm_the_problem,I'm The Problem,Morgan Wallen,3212,0,42,2025-04-08
am_sabrina_carpenter_busy_woman,Busy Woman,Sabrina Carpenter,3194,0,43,2025-04-08
am_ariana_grande_dandelion,dandelion,Ariana Grande,3150,0,44,2025-04-08
am_myles_smith_stargazing,Stargazing,Myles Smith,3102,0,45,2025-04-08
am_coldplay_viva_la_vida,Viva La Vida,Coldplay,3097,0,46,2025-04-08
am_sabrina_carpenter_please_please_please,Please Please Please,Sabrina Carpenter,3097,0,47,2025-04-08
am_morgan_wallen_just_in_case,Just In Case,Morgan Wallen,3031,0,48,2025-04-08
