song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,16728,0,1,2025-05-05
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,14716,0,2,2025-05-05
am_alex_warren_ordinary,Ordinary,Alex Warren,14484,0,3,2025-05-05
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,11836,0,4,2025-05-05
am_doechii_anxiety,Anxiety,Doechii,11150,0,5,2025-05-05
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,10666,0,6,2025-05-05
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,9911,0,7,2025-05-05
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,9589,0,8,2025-05-05
am_lola_young_messy,Messy,Lola Young,9163,0,9,2025-05-05
am_lady_gaga_abracadabra,Abracadabra,Lady Gaga,9088,0,10,2025-05-05
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,8662,0,11,2025-05-05
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,8550,0,12,2025-05-05
am_drake_nokia,NOKIA,Drake,8114,0,13,2025-05-05
am_shaboozey_a_bar_song,A Bar Song,Shaboozey,7350,0,14,2025-05-05
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,7030,0,15,2025-05-05
am_ed_sheeran_azizam,Azizam,Ed Sheeran,6711,0,16,2025-05-05
am_wizthemc_&_bees_&_honey_show_me_love,Show Me Love,WizTheMc & bees & honey,6289,0,17,2025-05-05
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,6143,0,18,2025-05-05
am_chappell_roan_pink_pony_club,Pink Pony Club,Chappell Roan,6015,0,19,2025-05-05
am_teddy_swims_lose_control,Lose Control,Teddy Swims,5824,0,20,2025-05-05
am_teddy_swims_bad_dreams,Bad Dreams,Teddy Swims,5773,0,21,2025-05-05
am_benson_boone_mystical_magical,Mystical Magical,Benson Boone,5765,0,22,2025-05-05
am_jennie_like_jennie,like JENNIE,JENNIE,5645,0,23,2025-05-05
am_billie_eilish_chihiro,CHIHIRO,Billie Eilish,5478,0,24,2025-05-05
am_bad_bunny_dtmf,DtMF,Bad Bunny,5442,0,25,2025-05-05
am_lorde_what_was_that,What Was That,Lorde,5338,0,26,2025-05-05
am_tate_mcrae_sports_car,Sports car,Tate McRae,4757,0,27,2025-05-05
am_post_malone_i_had_some_help,I Had Some Help,Post Malone,4644,0,28,2025-05-05
am_sabrina_carpenter_taste,Taste,Sabrina Carpenter,4381,0,29,2025-05-05
am_ravyn_lenae_love_me_not,Love Me Not,Ravyn Lenae,4293,0,30,2025-05-05
am_charli_xcx_party_4_u,party 4 u,Charli xcx,4113,0,31,2025-05-05
am_sza_30_for_30,30 For 30,SZA,4089,0,32,2025-05-05
am_hozier_too_sweet,Too Sweet,Hozier,3976,0,33,2025-05-05
am_chrystal_&_notion_the_days,The Days,CHRYSTAL & NOTION,3905,0,34,2025-05-05
am_ed_sheeran_old_phone,Old Phone,Ed Sheeran,3829,0,35,2025-05-05
"am_chappell_roan_good_luck,_babe","Good Luck, Babe",Chappell Roan,3623,0,36,2025-05-05
am_gigi_perez_sailor_song,Sailor Song,Gigi Perez,3477,0,37,2025-05-05
am_myles_smith_stargazing,Stargazing,Myles Smith,3380,0,38,2025-05-05
am_bad_bunny_baile_inolvidable,BAILE INoLVIDABLE,Bad Bunny,3299,0,39,2025-05-05
am_sza_snooze,Snooze,SZA,3272,0,40,2025-05-05
am_sombr_undressed,undressed,sombr,3153,0,41,2025-05-05
am_tate_mcrae_revolving_door,Revolving door,Tate McRae,3107,0,42,2025-05-05
am_morgan_wallen_i'm_the_problem,I'm The Problem,Morgan Wallen,2936,0,43,2025-05-05
am_jessie_murph_blue_strips,Blue Strips,Jessie Murph,2882,0,44,2025-05-05
am_aespa_whiplash,Whiplash,aespa,2872,0,45,2025-05-05
am_ed_sheeran_perfect,Perfect,Ed Sheeran,2870,0,46,2025-05-05
am_morgan_wallen_&_post_malone_i_ain't_comin'_back,I Ain't Comin' Back,Morgan Wallen & Post Malone,2842,0,47,2025-05-05
am_ed_sheeran_shape_of_you,Shape of You,Ed Sheeran,2755,0,48,2025-05-05
am_sombr_back_to_friends,back to friends,sombr,2728,0,49,2025-05-05
am_ariana_grande_twilight_zone,twilight zone,Ariana Grande,2709,0,50,2025-05-05
"am_w_sound,_beéle_&_ovy_on_the_drums_la_plena",La Plena,"W Sound, Beéle & Ovy On the Drums",2705,0,51,2025-05-05
am_coldplay_viva_la_vida,Viva La Vida,Coldplay,2704,0,52,2025-05-05
am_morgan_wallen_just_in_case,Just In Case,Morgan Wallen,2703,0,53,2025-05-05
am_karol_g_si_antes_te_hubiera_conocido,Si Antes Te Hubiera Conocido,KAROL G,2672,0,54,2025-05-05
am_taylor_swift_cruel_summer,Cruel Summer,Taylor Swift,2662,0,55,2025-05-05
am_billie_eilish_the_greatest,THE GREATEST,Billie Eilish,2589,0,56,2025-05-05
am_gims_ninao,NINAO,GIMS,2538,0,57,2025-05-05
am_benson_boone_sorry_i'm_here_for_someone_else,Sorry I'm Here For Someone Else,Benson Boone,2536,0,58,2025-05-05
am_don_toliver_lose_my_mind,Lose My Mind,Don Toliver,2502,0,59,2025-05-05
am_myles_smith_nice_to_meet_you,Nice To Meet You,Myles Smith,2469,0,60,2025-05-05
