song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,20087,0,1,2025-01-14
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,19371,0,2,2025-01-14
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,15633,0,3,2025-01-14
am_lola_young_messy,Messy,Lola Young,14433,0,4,2025-01-14
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,14214,0,5,2025-01-14
am_bad_bunny_dtmf,DtMF,Bad Bunny,12496,0,6,2025-01-14
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,11829,0,7,2025-01-14
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,11057,0,8,2025-01-14
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,10593,0,9,2025-01-14
am_bad_bunny_nuevayol,NUEVAYoL,Bad Bunny,10568,0,10,2025-01-14
am_bad_bunny_baile_inolvidable,BAILE INoLVIDABLE,Bad Bunny,9854,0,11,2025-01-14
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,9734,0,12,2025-01-14
am_teddy_swims_lose_control,Lose Control,Teddy Swims,8474,0,13,2025-01-14
am_shaboozey_a_bar_song,A Bar Song,Shaboozey,8138,0,14,2025-01-14
am_bad_bunny_voy_a_llevarte_pa_pr,VOY A LLeVARTE PA PR,Bad Bunny,8095,0,15,2025-01-14
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,8044,0,16,2025-01-14
"am_chappell_roan_good_luck,_babe","Good Luck, Babe",Chappell Roan,7873,0,17,2025-01-14
am_sabrina_carpenter_taste,Taste,Sabrina Carpenter,7400,0,18,2025-01-14
am_hozier_too_sweet,Too Sweet,Hozier,7269,0,19,2025-01-14
am_gigi_perez_sailor_song,Sailor Song,Gigi Perez,7082,0,20,2025-01-14
am_bad_bunny_&_rainao_perfumito_nuevo,PERFuMITO NUEVO,Bad Bunny & RaiNao,6515,0,21,2025-01-14
am_sza_30_for_30,30 For 30,SZA,6510,0,22,2025-01-14
"am_bad_bunny,_omar_courtz_&_dei_v_veldá",VeLDÁ,"Bad Bunny, Omar Courtz & Dei V",6125,0,23,2025-01-14
am_bad_bunny_&_chuwi_weltita,WELTiTA,Bad Bunny & Chuwi,5902,0,24,2025-01-14
am_teddy_swims_bad_dreams,Bad Dreams,Teddy Swims,5810,0,25,2025-01-14
am_sabrina_carpenter_please_please_please,Please Please Please,Sabrina Carpenter,5635,0,26,2025-01-14
am_sza_good_days,Good Days,SZA,5625,0,27,2025-01-14
am_bad_bunny_el_clúb,EL CLúB,Bad Bunny,5483,0,28,2025-01-14
am_post_malone_i_had_some_help,I Had Some Help,Post Malone,5283,0,29,2025-01-14
am_kendrick_lamar_tv_off,tv off,Kendrick Lamar,5238,0,30,2025-01-14
am_myles_smith_stargazing,Stargazing,Myles Smith,5191,0,31,2025-01-14
am_bad_bunny_eoo,EoO,Bad Bunny,4875,0,32,2025-01-14
am_bad_bunny_ketu_tecré,KETU TeCRÉ,Bad Bunny,4572,0,33,2025-01-14
am_taylor_swift_cruel_summer,Cruel Summer,Taylor Swift,4570,0,34,2025-01-14
am_aespa_whiplash,Whiplash,aespa,4570,0,35,2025-01-14
am_bad_bunny_bokete,BOKeTE,Bad Bunny,4532,0,36,2025-01-14
am_sza_bmf,BMF,SZA,4509,0,37,2025-01-14
"am_gracie_abrams_i_love_you,_i'm_sorry","I Love You, I'm Sorry",Gracie Abrams,4501,0,38,2025-01-14
am_sam_smith_&_naughty_boy_la_la_la,La La La,Sam Smith & Naughty Boy,4255,0,39,2025-01-14
am_bad_bunny_&_los_pleneros_de_la_cresta_café_con_ron,CAFé CON RON,Bad Bunny & Los Pleneros de la Cresta,4228,0,40,2025-01-14
am_sabrina_carpenter_bed_chem,Bed Chem,Sabrina Carpenter,4196,0,41,2025-01-14
am_bad_bunny_kloufrens,KLOuFRENS,Bad Bunny,4157,0,42,2025-01-14
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,4104,0,43,2025-01-14
am_billie_eilish_chihiro,CHIHIRO,Billie Eilish,4034,0,44,2025-01-14
am_babymonster_drip,DRIP,BABYMONSTER,4007,0,45,2025-01-14
am_bad_bunny_la_mudanza,LA MuDANZA,Bad Bunny,3906,0,46,2025-01-14
am_bad_bunny_turista,TURiSTA,Bad Bunny,3872,0,47,2025-01-14
am_coldplay_viva_la_vida,Viva La Vida,Coldplay,3765,0,48,2025-01-14
am_chrystal_&_notion_the_days,The Days,CHRYSTAL & NOTION,3749,0,49,2025-01-14
am_kendrick_lamar_squabble_up,squabble up,Kendrick Lamar,3696,0,50,2025-01-14
am_bad_bunny_pitorro_de_coco,PIToRRO DE COCO,Bad Bunny,3637,0,51,2025-01-14
am_dasha_austin,Austin,Dasha,3628,0,52,2025-01-14
am_rosé_toxic_till_the_end,toxic till the end,ROSÉ,3524,0,53,2025-01-14
am_noah_kahan_stick_season,Stick Season,Noah Kahan,3332,0,54,2025-01-14
am_the_weeknd_dancing_in_the_flames,Dancing In The Flames,The Weeknd,3300,0,55,2025-01-14
am_tyla_push_2_start,PUSH 2 START,Tyla,3284,0,56,2025-01-14
am_sam_barber_indigo,Indigo,Sam Barber,3272,0,57,2025-01-14
am_teddy_swims_the_door,The Door,Teddy Swims,3245,0,58,2025-01-14
am_bad_bunny_lo_que_le_pasó_a_hawaii,LO QUE LE PASÓ A HAWAii,Bad Bunny,3231,0,59,2025-01-14
am_linkin_park_the_emptiness_machine,The Emptiness Machine,LINKIN PARK,3119,0,60,2025-01-14
am_the_weeknd_&_anitta_são_paulo,São Paulo,The Weeknd & Anitta,3106,0,61,2025-01-14
am_karol_g_si_antes_te_hubiera_conocido,Si Antes Te Hubiera Conocido,KAROL G,3048,0,62,2025-01-14
am_sza_snooze,Snooze,SZA,2957,0,63,2025-01-14
"am_lil_baby,_young_thug_&_future_dum,_dumb,_and_dumber","Dum, Dumb, and Dumber","Lil Baby, Young Thug & Future",2942,0,64,2025-01-14
am_jimin_who,Who,Jimin,2897,0,65,2025-01-14
am_the_weeknd_blinding_lights,Blinding Lights,The Weeknd,2830,0,66,2025-01-14
am_coldplay_a_sky_full_of_stars,A Sky Full of Stars,Coldplay,2821,0,67,2025-01-14
am_teddy_swims_&_givēon_are_you_even_real,Are You Even Real,Teddy Swims & GIVĒON,2663,0,68,2025-01-14
am_stromae_&_pomme_ma_meilleure_ennemie,Ma Meilleure Ennemie,Stromae & Pomme,2663,0,69,2025-01-14
am_morgan_wallen_smile,Smile,Morgan Wallen,2616,0,70,2025-01-14
am_floyymenor_&_cris_mj_gata_only,Gata Only,floyymenor & Cris Mj,2549,0,71,2025-01-14
am_ariana_grande_we_can't_be_friends,we can't be friends,Ariana Grande,2478,0,72,2025-01-14
am_g-dragon_home_sweet_home,HOME SWEET HOME,G-DRAGON,2449,0,73,2025-01-14
am_the_killers_mr._brightside,Mr. Brightside,The Killers,2410,0,74,2025-01-14
am_morgan_wallen_love_somebody,Love Somebody,Morgan Wallen,2398,0,75,2025-01-14
am_ball_brothers_tweaker,Tweaker,Ball Brothers,2394,0,76,2025-01-14
am_sza_drive,Drive,SZA,2364,0,77,2025-01-14
"am_hugel,_topic_&_arash_i_adore_you",I Adore You,"HUGEL, Topic & Arash",2355,0,78,2025-01-14
am_aespa_supernova,Supernova,aespa,2354,0,79,2025-01-14
am_cynthia_erivo_defying_gravity,Defying Gravity,Cynthia Erivo,2346,0,80,2025-01-14
"am_adam_port,_stryv_&_malachiii_move",Move,"Adam Port, Stryv & Malachiii",2300,0,81,2025-01-14
am_fleetwood_mac_dreams,Dreams,Fleetwood Mac,2286,0,82,2025-01-14
am_rosé_number_one_girl,number one girl,ROSÉ,2283,0,83,2025-01-14
am_artemas_i_like_the_way_you_kiss_me,i like the way you kiss me,Artemas,2274,0,84,2025-01-14
