song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_taylor_swift_the_fate_of_ophelia,The Fate of Ophelia,Taylor Swift,19946,0,1,2025-12-03
"am_huntr/x,_ejae,_audrey_nuna,_rei_ami_&_kpop_demon_hunters_cast_golden",Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",17894,0,2,2025-12-03
am_mariah_carey_all_i_want_for_christmas_is_you,All I Want For Christmas Is You,Mariah Carey,13053,0,3,2025-12-03
am_alex_warren_ordinary,Ordinary,Alex Warren,12248,0,4,2025-12-03
am_wham!_last_christmas,Last Christmas,Wham!,11792,0,5,2025-12-03
am_olivia_dean_man_i_need,Man I Need,Olivia Dean,11585,0,6,2025-12-03
am_taylor_swift_opalite,Opalite,Taylor Swift,10336,0,7,2025-12-03
am_kelly_clarkson_underneath_the_tree,Underneath the Tree,Kelly Clarkson,9230,0,8,2025-12-03
am_michael_bublé_it's_beginning_to_look_a_lot_like_christmas,It's Beginning To Look a Lot Like Christmas,Michael Bublé,8662,0,9,2025-12-03
am_bobby_helms_jingle_bell_rock,Jingle Bell Rock,Bobby Helms,7989,0,10,2025-12-03
am_raye_where_is_my_husband,WHERE IS MY HUSBAND,RAYE,7700,0,11,2025-12-03
am_ariana_grande_santa_tell_me,Santa Tell Me,Ariana Grande,6917,0,12,2025-12-03
am_sabrina_carpenter_manchild,Manchild,Sabrina Carpenter,6869,0,13,2025-12-03
am_olivia_dean_so_easy,So Easy,Olivia Dean,6579,0,14,2025-12-03
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,6560,0,15,2025-12-03
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,6435,0,16,2025-12-03
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,6209,0,17,2025-12-03
am_dean_martin_let_it_snow_let_it_snow_let_it_snow,Let It Snow Let It Snow Let It Snow,Dean Martin,6153,0,18,2025-12-03
am_andy_williams_it's_the_most_wonderful_time_of_the_year,It's the Most Wonderful Time of the Year,Andy Williams,6102,0,19,2025-12-03
am_sombr_back_to_friends,back to friends,sombr,6004,0,20,2025-12-03
am_brenda_lee_rockin'_around_the_christmas_tree,Rockin' Around the Christmas Tree,Brenda Lee,5657,0,21,2025-12-03
am_the_ronettes_sleigh_ride,Sleigh Ride,The Ronettes,5345,0,22,2025-12-03
am_josé_feliciano_feliz_navidad,Feliz Navidad,José Feliciano,5263,0,23,2025-12-03
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,5100,0,24,2025-12-03
am_sia_snowman,Snowman,Sia,5069,0,25,2025-12-03
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,4940,0,26,2025-12-03
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,4876,0,27,2025-12-03
am_tate_mcrae_just_keep_watching,Just Keep Watching,Tate McRae,4592,0,28,2025-12-03
am_ed_sheeran_&_elton_john_merry_christmas,Merry Christmas,Ed Sheeran & Elton John,4313,0,29,2025-12-03
am_sombr_12_to_12,12 to 12,sombr,4221,0,30,2025-12-03
am_disco_lines_&_tinashe_no_broke_boys,No Broke Boys,Disco Lines & Tinashe,4095,0,31,2025-12-03
am_shakin'_stevens_merry_christmas_everyone,Merry Christmas Everyone,Shakin' Stevens,3845,0,32,2025-12-03
am_justin_bieber_mistletoe,Mistletoe,Justin Bieber,3836,0,33,2025-12-03
am_haven._&_kaitlin_aragon_i_run,I Run,HAVEN. & Kaitlin Aragon,3756,0,34,2025-12-03
