song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
The Fate of Ophelia,Taylor Swift,36,0,36,2025-11-14
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",107,0,107,2025-11-14
Palaces,Louis Tomlinson,1,0,1,2025-11-14
I Don't Care,Megadeth,1,0,1,2025-11-14
Ordinary,Alex Warren,281,0,281,2025-11-14
Start Over,5 Seconds of Summer,1,0,1,2025-11-14
Man I Need,Olivia Dean,91,0,91,2025-11-14
Wishful Dreaming,5 Seconds of Summer,1,0,1,2025-11-14
Dopamine,Robyn,2,0,2,2025-11-14
Opalite,Taylor Swift,22,0,22,2025-11-14
Chest,5 Seconds of Summer,1,0,1,2025-11-14
Ghosts Again,Depeche Mode,105,0,105,2025-11-14
I'll Find You,5 Seconds of Summer,1,0,1,2025-11-14
Berghain,"ROSALÍA, Björk & Yves Tumor",18,0,18,2025-11-14
WHERE IS MY HUSBAND,RAYE,57,0,57,2025-11-14
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",147,0,147,2025-11-14
Don't Tread On Me,Cain Walker,20,0,20,2025-11-14
Sapphire,Ed Sheeran,162,0,162,2025-11-14
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",36,0,36,2025-11-14
What's Up,4 Non Blondes,111,0,111,2025-11-14
Lose Control,Teddy Swims,859,0,859,2025-11-14
So Easy,Olivia Dean,37,0,37,2025-11-14
All I Want for Christmas Is You,Mariah Carey,791,0,791,2025-11-14
Chains of Love,Charli xcx,1,0,1,2025-11-14
No Broke Boys,Disco Lines & Tinashe,147,0,147,2025-11-14
Love In A Bottle,"Keith David, Lilli Cooper, Kimiko Glenn, Krystina Alabado, Sam Haft & Andrew Underberg",3,0,3,2025-11-14
VOX POPULI,"Jeremy Jordan, Christian Borle, Sam Haft & Andrew Underberg",3,0,3,2025-11-14
VOX DEI,"Christian Borle, Sam Haft & Andrew Underberg",3,0,3,2025-11-14
Die With A Smile,Lady Gaga & Bruno Mars,456,0,456,2025-11-14
Dream As One,Miley Cyrus,1,0,1,2025-11-14
