song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",40,0,40,2025-08-19
Ordinary,Alex Warren,194,0,194,2025-08-19
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",60,0,60,2025-08-19
Drum Show,twenty one pilots,1,0,1,2025-08-19
Sapphire,Ed Sheeran,75,0,75,2025-08-19
Die With A Smile,Lady Gaga & Bruno Mars,369,0,369,2025-08-19
APT.,ROSÉ & Bruno Mars,306,0,306,2025-08-19
JUMP,BLACKPINK,40,0,40,2025-08-19
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",26,0,26,2025-08-19
DAISIES,Justin Bieber,40,0,40,2025-08-19
Azizam,Ed Sheeran,138,0,138,2025-08-19
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",26,0,26,2025-08-19
Messy,Lola Young,273,0,273,2025-08-19
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",59,0,59,2025-08-19
No Broke Boys,Disco Lines & Tinashe,60,0,60,2025-08-19
Pink Pony Club,Chappell Roan,394,0,394,2025-08-19
Beautiful Things,Benson Boone,579,0,579,2025-08-19
Your New Morning Alarm,Marc Rebillet,85,0,85,2025-08-19
The Subway,Chappell Roan,19,0,19,2025-08-19
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",60,0,60,2025-08-19
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",25,0,25,2025-08-19
Lose Control,Teddy Swims,772,0,772,2025-08-19
Survive,Lewis Capaldi,54,0,54,2025-08-19
Abracadabra,Lady Gaga,198,0,198,2025-08-19
Blessings,Calvin Harris & Clementine Douglas,103,0,103,2025-08-19
The Door,Teddy Swims,578,0,578,2025-08-19
Bad Dreams,Teddy Swims,341,0,341,2025-08-19
The Devil Is A Democrat,Tom MacDonald,4,0,4,2025-08-19
Show Me Love,WizTheMc & bees & honey,150,0,150,2025-08-19
Mystical Magical,Benson Boone,117,0,117,2025-08-19
A Little More,Ed Sheeran,12,0,12,2025-08-19
A Bar Song,Shaboozey,495,0,495,2025-08-19
Better Me For You,Max McNown,147,0,147,2025-08-19
undressed,sombr,99,0,99,2025-08-19
BIRDS OF A FEATHER,Billie Eilish,460,0,460,2025-08-19
Thunderstruck,Ac/Dc,814,0,814,2025-08-19
Anxiety,Doechii,168,0,168,2025-08-19
End of the World,Miley Cyrus,138,0,138,2025-08-19
Manchild,Sabrina Carpenter,75,0,75,2025-08-19
Soleil Bleu,Bleu Soleil & LUIZA,46,0,46,2025-08-19
Espresso Macchiato,Tommy Cash,109,0,109,2025-08-19
The Sound of Silence,Disturbed,1820,0,1820,2025-08-19
Love Me Not,Ravyn Lenae,83,0,83,2025-08-19
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",123,0,123,2025-08-19
TAKEDOWN,TWICE,54,0,54,2025-08-19
Specter,Bad Omens,11,0,11,2025-08-19
Dream,LISA,21,0,21,2025-08-19
Shine in the Cruel Night,LiSA,31,0,31,2025-08-19
Stargazing,Myles Smith,467,0,467,2025-08-19
Beautiful People,David Guetta & Sia,166,0,166,2025-08-19
Dame Un Grrr,Fantomel & KATE LINN,60,0,60,2025-08-19
back to friends,sombr,28,0,28,2025-08-19
Be Mine,KAMRAD,96,0,96,2025-08-19
Always Remember Us This Way,Lady Gaga,2168,0,2168,2025-08-19
