song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,139,0,139,2025-06-25
APT.,ROSÉ & Bruno Mars,251,0,251,2025-06-25
Azizam,Ed Sheeran,83,0,83,2025-06-25
Sapphire,Ed Sheeran,20,0,20,2025-06-25
Die With A Smile,Lady Gaga & Bruno Mars,314,0,314,2025-06-25
Messy,Lola Young,218,0,218,2025-06-25
Golden,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",5,0,5,2025-06-25
The Sound of Silence,Disturbed,1765,0,1765,2025-06-25
What It Sounds Like,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",5,0,5,2025-06-25
Abracadabra,Lady Gaga,143,0,143,2025-06-25
Beautiful Things,Benson Boone,524,0,524,2025-06-25
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",4,0,4,2025-06-25
Anxiety,Doechii,113,0,113,2025-06-25
Pink Pony Club,Chappell Roan,339,0,339,2025-06-25
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",5,0,5,2025-06-25
BIRDS OF A FEATHER,Billie Eilish,405,0,405,2025-06-25
Unbreakable,Lorna Shore,1,0,1,2025-06-25
Lose Control,Teddy Swims,717,0,717,2025-06-25
The Glen,Levi Heron,47,0,47,2025-06-25
Mystical Magical,Benson Boone,62,0,62,2025-06-25
Bad Dreams,Teddy Swims,286,0,286,2025-06-25
How It’s Done,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",5,0,5,2025-06-25
Manchild,Sabrina Carpenter,20,0,20,2025-06-25
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",5,0,5,2025-06-25
The Door,Teddy Swims,523,0,523,2025-06-25
A Bar Song,Shaboozey,440,0,440,2025-06-25
NOKIA,Drake,131,0,131,2025-06-25
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",68,0,68,2025-06-25
Remember My Name,Sons of Legion,7,0,7,2025-06-25
Thunderstruck,Ac/Dc,759,0,759,2025-06-25
End of the World,Miley Cyrus,83,0,83,2025-06-25
Power,Sons of Legion,9,0,9,2025-06-25
Outside,Cardi B,6,0,6,2025-06-25
Always Remember Us This Way,Lady Gaga,2113,0,2113,2025-06-25
Blessings,Calvin Harris & Clementine Douglas,48,0,48,2025-06-25
Same Questions,Max McNown,20,0,20,2025-06-25
Sorry I'm Here For Someone Else,Benson Boone,118,0,118,2025-06-25
Espresso Macchiato,Tommy Cash,54,0,54,2025-06-25
Beautiful People,David Guetta & Sia,111,0,111,2025-06-25
In the Air Tonight,Sons of Legion,7,0,7,2025-06-25
Old Phone,Ed Sheeran,55,0,55,2025-06-25
Drive,Ed Sheeran,6,0,6,2025-06-25
Walking On The Edge,Sons of Legion,7,0,7,2025-06-25
Fire Starter,Sons of Legion,8,0,8,2025-06-25
Killin' It Girl,j-hope & GloRilla,13,0,13,2025-06-25
TAKEDOWN,TWICE,6,0,6,2025-06-25
Unravelling,Muse,6,0,6,2025-06-25
Iris,The Goo Goo Dolls,223,0,223,2025-06-25
Be Mine,KAMRAD,41,0,41,2025-06-25
Takedown,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",4,0,4,2025-06-25
Good News,Shaboozey,223,0,223,2025-06-25
Killin' It Girl,j-hope,13,0,13,2025-06-25
ჩუბინა,East Duo,132,0,132,2025-06-25
Stand By Me,Stephen Wilson Jr.,16,0,16,2025-06-25
Victory Lap,"Fred again.., Skepta & PlaqueBoyMax",8,0,8,2025-06-25
Si Antes Te Hubiera Conocido,KAROL G,370,0,370,2025-06-25
Pretty Little Baby,Connie Francis,47,0,47,2025-06-25
Feels So Good To Be You,Mama Duke,7,0,7,2025-06-25
Stargazing,Myles Smith,412,0,412,2025-06-25
undressed,sombr,44,0,44,2025-06-25
Mr Electric Blue,Benson Boone,6,0,6,2025-06-25
Take On Me,a-ha,31,0,31,2025-06-25
Confidence,ONEW,2,0,2,2025-06-25
Nice To Meet You,Myles Smith,230,0,230,2025-06-25
Lucky to have you,Mew Suppasit,1,0,1,2025-06-25
cliché,mgk,31,0,31,2025-06-25
Bloodline,Alex Warren & Jelly Roll,15,0,15,2025-06-25
Viva la Vida,Coldplay,1775,0,1775,2025-06-25
Zombie,YUNGBLUD,27,0,27,2025-06-25
Papasito,KAROL G,6,0,6,2025-06-25
Show Me Love,WizTheMc & bees & honey,95,0,95,2025-06-25
FAMOUS,ALLDAY PROJECT,3,0,3,2025-06-25
BEYOND THE TIME,TM NETWORK,8,0,8,2025-06-25
YOUR WAY'S BETTER,Forrest Frank,77,0,77,2025-06-25
Starburster,Fontaines D.C.,85,0,85,2025-06-25
Dame Un Grrr,Fantomel & KATE LINN,5,0,5,2025-06-25
