song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",69,0,69,2025-10-07
Ordinary,Alex Warren,243,0,243,2025-10-07
Man I Need,Olivia Dean,53,0,53,2025-10-07
WHERE IS MY HUSBAND,RAYE,19,0,19,2025-10-07
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",109,0,109,2025-10-07
The Dead Dance,Lady Gaga,35,0,35,2025-10-07
Sapphire,Ed Sheeran,124,0,124,2025-10-07
No Broke Boys,Disco Lines & Tinashe,109,0,109,2025-10-07
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",75,0,75,2025-10-07
Die With A Smile,Lady Gaga & Bruno Mars,418,0,418,2025-10-07
Bad Dreams,Teddy Swims,390,0,390,2025-10-07
Your New Morning Alarm,Marc Rebillet,110,0,110,2025-10-07
岁岁年年,Xiao Zhan,2,0,2,2025-10-07
Lose Control,Teddy Swims,821,0,821,2025-10-07
Beautiful Things,Benson Boone,628,0,628,2025-10-07
APT.,ROSÉ & Bruno Mars,355,0,355,2025-10-07
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",108,0,108,2025-10-07
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",74,0,74,2025-10-07
Something In The Heavens,Lewis Capaldi,19,0,19,2025-10-07
Messy,Lola Young,322,0,322,2025-10-07
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",75,0,75,2025-10-07
Through My Soul,Enlly Blue,32,0,32,2025-10-07
My Kinda Saturday Night,Luke Combs,5,0,5,2025-10-07
12 to 12,sombr,58,0,58,2025-10-07
Pink Pony Club,Chappell Roan,443,0,443,2025-10-07
The Door,Teddy Swims,627,0,627,2025-10-07
DAISIES,Justin Bieber,89,0,89,2025-10-07
A War With Time,Brandi Carlile,1,0,1,2025-10-07
Soleil Bleu,Bleu Soleil & LUIZA,95,0,95,2025-10-07
Abracadabra,Lady Gaga,247,0,247,2025-10-07
Lady Killers II,G-Eazy,30,0,30,2025-10-07
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",109,0,109,2025-10-07
BIRDS OF A FEATHER,Billie Eilish,509,0,509,2025-10-07
Mystical Magical,Benson Boone,166,0,166,2025-10-07
Manchild,Sabrina Carpenter,124,0,124,2025-10-07
The Subway,Chappell Roan,68,0,68,2025-10-07
The Sound of Silence,Disturbed,1869,0,1869,2025-10-07
TIT FOR TAT,Tate McRae,12,0,12,2025-10-07
It's Raining,Ziggy in tha House,3,0,3,2025-10-07
Camera,Ed Sheeran,26,0,26,2025-10-07
undressed,sombr,148,0,148,2025-10-07
End of the World,Miley Cyrus,187,0,187,2025-10-07
Better Me For You,Max McNown,196,0,196,2025-10-07
JUMP,BLACKPINK,89,0,89,2025-10-07
GHOST,Hey! Say! JUMP,1,0,1,2025-10-07
Azizam,Ed Sheeran,187,0,187,2025-10-07
IRIS OUT,Kenshi Yonezu,23,0,23,2025-10-07
Tears,Sabrina Carpenter,40,0,40,2025-10-07
Always Remember Us This Way,Lady Gaga,2217,0,2217,2025-10-07
Survive,Lewis Capaldi,103,0,103,2025-10-07
Iris,The Goo Goo Dolls,304,0,304,2025-10-07
My Only Angel,Aerosmith & YUNGBLUD,19,0,19,2025-10-07
Be Mine,KAMRAD,145,0,145,2025-10-07
Stargazing,Myles Smith,515,0,515,2025-10-07
A Bar Song,Shaboozey,544,0,544,2025-10-07
How Do I Say Goodbye,Dean Lewis,711,0,711,2025-10-07
Sugar on My Tongue,"Tyler, The Creator",12,0,12,2025-10-07
JANE DOE,Kenshi Yonezu & Hikaru Utada,16,0,16,2025-10-07
Tipping Point,Megadeth,5,0,5,2025-10-07
Hey Macarena,Pietro Basile,12,0,12,2025-10-07
