song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
EYES CLOSED,JISOO & ZAYN,1,0,1,2025-10-10
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",72,0,72,2025-10-10
The Fate of Ophelia,Taylor Swift,1,0,1,2025-10-10
Ordinary,Alex Warren,246,0,246,2025-10-10
Right On Time,Madonna,1,0,1,2025-10-10
Wish You Were Here,David Gilmour,1,0,1,2025-10-10
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",112,0,112,2025-10-10
Kiss,Demi Lovato,1,0,1,2025-10-10
The Dead Dance,Lady Gaga,38,0,38,2025-10-10
Pretty Face,Robbie Williams,1,0,1,2025-10-10
Sapphire,Ed Sheeran,127,0,127,2025-10-10
WHERE IS MY HUSBAND,RAYE,22,0,22,2025-10-10
Man I Need,Olivia Dean,56,0,56,2025-10-10
No Broke Boys,Disco Lines & Tinashe,112,0,112,2025-10-10
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",78,0,78,2025-10-10
bittersweet,Madison Beer,1,0,1,2025-10-10
Fruit Bat,Of Monsters and Men,1,0,1,2025-10-10
Die With A Smile,Lady Gaga & Bruno Mars,421,0,421,2025-10-10
Lady Killers II,G-Eazy,33,0,33,2025-10-10
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",1,0,1,2025-10-10
APT.,ROSÉ & Bruno Mars,358,0,358,2025-10-10
Beautiful Things,Benson Boone,631,0,631,2025-10-10
Lose Control,Teddy Swims,824,0,824,2025-10-10
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",111,0,111,2025-10-10
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",112,0,112,2025-10-10
ME + YOU,TWICE,1,0,1,2025-10-10
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",78,0,78,2025-10-10
The Laugh Track,ICE NINE KILLS,2,0,2,2025-10-10
My Kinda Saturday Night,Luke Combs,8,0,8,2025-10-10
Something In The Heavens,Lewis Capaldi,22,0,22,2025-10-10
Pink Pony Club,Chappell Roan,446,0,446,2025-10-10
Messy,Lola Young,325,0,325,2025-10-10
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",77,0,77,2025-10-10
