song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Killin' It Girl,j-hope & GloRilla,4,0,4,2025-06-16
Ordinary,Alex Warren,130,0,130,2025-06-16
Killin' It Girl,j-hope,4,0,4,2025-06-16
Sapphire,Ed Sheeran,11,0,11,2025-06-16
APT.,ROSÉ & Bruno Mars,242,0,242,2025-06-16
Die With A Smile,Lady Gaga & Bruno Mars,305,0,305,2025-06-16
Azizam,Ed Sheeran,74,0,74,2025-06-16
Messy,Lola Young,209,0,209,2025-06-16
Anxiety,Doechii,104,0,104,2025-06-16
Same Questions,Max McNown,11,0,11,2025-06-16
Manchild,Sabrina Carpenter,11,0,11,2025-06-16
Abracadabra,Lady Gaga,134,0,134,2025-06-16
End of the World,Miley Cyrus,74,0,74,2025-06-16
BIRDS OF A FEATHER,Billie Eilish,396,0,396,2025-06-16
Pink Pony Club,Chappell Roan,330,0,330,2025-06-16
Bad Dreams,Teddy Swims,277,0,277,2025-06-16
The Glen,Levi Heron,38,0,38,2025-06-16
Beautiful Things,Benson Boone,515,0,515,2025-06-16
God Only Knows,The Beach Boys,5,0,5,2025-06-16
The Door,Teddy Swims,514,0,514,2025-06-16
The Sound of Silence,Disturbed,1756,0,1756,2025-06-16
A Bar Song,Shaboozey,431,0,431,2025-06-16
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",59,0,59,2025-06-16
Lose Control,Teddy Swims,708,0,708,2025-06-16
NOKIA,Drake,122,0,122,2025-06-16
Espresso Macchiato,Tommy Cash,45,0,45,2025-06-16
Blessings,Calvin Harris & Clementine Douglas,39,0,39,2025-06-16
Lemon Drop,ATEEZ,4,0,4,2025-06-16
Beautiful People,David Guetta & Sia,102,0,102,2025-06-16
Sorry I'm Here For Someone Else,Benson Boone,109,0,109,2025-06-16
かくれんぼ,PLAVE,1,0,1,2025-06-16
Mystical Magical,Benson Boone,53,0,53,2025-06-16
Pretty Little Baby,Connie Francis,38,0,38,2025-06-16
Good Vibrations,The Beach Boys,12,0,12,2025-06-16
Holy Blindfold,Chris Brown,4,0,4,2025-06-16
Her Nerdeysen,Ati242,49,0,49,2025-06-16
Old Phone,Ed Sheeran,46,0,46,2025-06-16
Scornful Woman,Oliver Anthony Music,12,0,12,2025-06-16
Wouldn't It Be Nice,The Beach Boys,5,0,5,2025-06-16
Show Me Love,WizTheMc & bees & honey,86,0,86,2025-06-16
Always Remember Us This Way,Lady Gaga,2104,0,2104,2025-06-16
Be Mine,KAMRAD,32,0,32,2025-06-16
Bloodline,Alex Warren & Jelly Roll,6,0,6,2025-06-16
ჩუბინა,East Duo,123,0,123,2025-06-16
Stargazing,Myles Smith,403,0,403,2025-06-16
How Do I Say Goodbye,Dean Lewis,651,0,651,2025-06-16
God Went Crazy,Teddy Swims,11,0,11,2025-06-16
Good News,Shaboozey,214,0,214,2025-06-16
Suzanne,Mark Ronson & RAYE,4,0,4,2025-06-16
A Thousand Years,Christina Perri,2427,0,2427,2025-06-16
Hachikō,Fujii Kaze,4,0,4,2025-06-16
Nice To Meet You,Myles Smith,221,0,221,2025-06-16
Carry You Home,Alex Warren,327,0,327,2025-06-16
Espresso,Sabrina Carpenter,429,0,429,2025-06-16
Thunderstruck,Ac/Dc,750,0,750,2025-06-16
Regen,SOPHIA,4,0,4,2025-06-16
Sloop John B,The Beach Boys,5,0,5,2025-06-16
I Get Around,The Beach Boys,5,0,5,2025-06-16
I Had Some Help,Post Malone,402,0,402,2025-06-16
La felicità - So nah wie noch nie,Pupo & Nockis,3,0,3,2025-06-16
Wackelkontakt,Oimara,151,0,151,2025-06-16
Don't Worry Baby,The Beach Boys,5,0,5,2025-06-16
There She Goes,"CYRIL, MOONLGHT & The La's",32,0,32,2025-06-16
Si Antes Te Hubiera Conocido,KAROL G,361,0,361,2025-06-16
Episode,KANGDANIEL,1,0,1,2025-06-16
YOUR WAY'S BETTER,Forrest Frank,68,0,68,2025-06-16
Type Dangerous,Mariah Carey,11,0,11,2025-06-16
Surfin' U.S.A.,The Beach Boys,5,0,5,2025-06-16
undressed,sombr,35,0,35,2025-06-16
Zombie,YUNGBLUD,18,0,18,2025-06-16
I'm The Problem,Morgan Wallen,137,0,137,2025-06-16
The Emptiness Machine,LINKIN PARK,279,0,279,2025-06-16
Next Summer,Damiano David,108,0,108,2025-06-16
Hollow,Stray Kids,6,0,6,2025-06-16
What I Want,Morgan Wallen & Tate McRae,31,0,31,2025-06-16
Flowers,Miley Cyrus,873,0,873,2025-06-16
I Adore You,"HUGEL, Topic & Arash",314,0,314,2025-06-16
Not Like Us,Kendrick Lamar,371,0,371,2025-06-16
Little Bit Lost,KANGDANIEL,1,0,1,2025-06-16
Stand By Me,Stephen Wilson Jr.,13,0,13,2025-06-16
Love Game,KANGDANIEL,1,0,1,2025-06-16
One Call Away,KANGDANIEL,1,0,1,2025-06-16
