song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",68,0,68,2025-10-06
Ordinary,Alex Warren,242,0,242,2025-10-06
The Dead Dance,Lady Gaga,34,0,34,2025-10-06
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",108,0,108,2025-10-06
Man I Need,Olivia Dean,52,0,52,2025-10-06
WHERE IS MY HUSBAND,RAYE,18,0,18,2025-10-06
Sapphire,Ed Sheeran,123,0,123,2025-10-06
Die With A Smile,Lady Gaga & Bruno Mars,417,0,417,2025-10-06
No Broke Boys,Disco Lines & Tinashe,108,0,108,2025-10-06
APT.,ROSÉ & Bruno Mars,354,0,354,2025-10-06
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",74,0,74,2025-10-06
Lose Control,Teddy Swims,820,0,820,2025-10-06
Messy,Lola Young,321,0,321,2025-10-06
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",107,0,107,2025-10-06
岁岁年年,Xiao Zhan,1,0,1,2025-10-06
Beautiful Things,Benson Boone,627,0,627,2025-10-06
My Kinda Saturday Night,Luke Combs,4,0,4,2025-10-06
Pink Pony Club,Chappell Roan,442,0,442,2025-10-06
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",108,0,108,2025-10-06
Bad Dreams,Teddy Swims,389,0,389,2025-10-06
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",74,0,74,2025-10-06
DAISIES,Justin Bieber,88,0,88,2025-10-06
Something In The Heavens,Lewis Capaldi,18,0,18,2025-10-06
Mystical Magical,Benson Boone,165,0,165,2025-10-06
Through My Soul,Enlly Blue,31,0,31,2025-10-06
Abracadabra,Lady Gaga,246,0,246,2025-10-06
The Door,Teddy Swims,626,0,626,2025-10-06
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",73,0,73,2025-10-06
Tipping Point,Megadeth,4,0,4,2025-10-06
My Only Angel,Aerosmith & YUNGBLUD,18,0,18,2025-10-06
Manchild,Sabrina Carpenter,123,0,123,2025-10-06
BIRDS OF A FEATHER,Billie Eilish,508,0,508,2025-10-06
12 to 12,sombr,57,0,57,2025-10-06
JUMP,BLACKPINK,88,0,88,2025-10-06
Azizam,Ed Sheeran,186,0,186,2025-10-06
Camera,Ed Sheeran,25,0,25,2025-10-06
Soleil Bleu,Bleu Soleil & LUIZA,94,0,94,2025-10-06
It's Raining,Ziggy in tha House,2,0,2,2025-10-06
The Subway,Chappell Roan,67,0,67,2025-10-06
Survive,Lewis Capaldi,102,0,102,2025-10-06
Thunderstruck,Ac/Dc,861,0,861,2025-10-06
End of the World,Miley Cyrus,186,0,186,2025-10-06
Wackelkontakt,Oimara,259,0,259,2025-10-06
IRIS OUT,Kenshi Yonezu,22,0,22,2025-10-06
The Sound of Silence,Disturbed,1868,0,1868,2025-10-06
TRUE LOVE,Snow Man,2,0,2,2025-10-06
Better Me For You,Max McNown,195,0,195,2025-10-06
Nice To Each Other,Olivia Dean,81,0,81,2025-10-06
JANE DOE,Kenshi Yonezu & Hikaru Utada,15,0,15,2025-10-06
Eternity,Alex Warren,81,0,81,2025-10-06
"Sally, When The Wine Runs Out",ROLE MODEL,15,0,15,2025-10-06
Secrets,Miley Cyrus,18,0,18,2025-10-06
Blessings,Calvin Harris & Clementine Douglas,150,0,150,2025-10-06
A Bar Song,Shaboozey,543,0,543,2025-10-06
Be Mine,KAMRAD,144,0,144,2025-10-06
Tears,Sabrina Carpenter,39,0,39,2025-10-06
Hey Macarena,Pietro Basile,11,0,11,2025-10-06
Time After Time,Cyndi Lauper,3,0,3,2025-10-06
The First Time,Damiano David,61,0,61,2025-10-06
Iris,The Goo Goo Dolls,303,0,303,2025-10-06
undressed,sombr,147,0,147,2025-10-06
Days Like These,Luke Combs,3,0,3,2025-10-06
DREAMING ON,Paul Kalkbrenner & Depeche Mode,11,0,11,2025-10-06
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",68,0,68,2025-10-06
TIT FOR TAT,Tate McRae,11,0,11,2025-10-06
Girls Just Want to Have Fun,Cyndi Lauper,2,0,2,2025-10-06
JESUS IS COMING BACK SOON,Forrest Frank & Josiah Queen,3,0,3,2025-10-06
Unstoppable,Sia,1856,0,1856,2025-10-06
Just Keep Watching,Tate McRae,127,0,127,2025-10-06
