song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
The Fate of Ophelia,Taylor Swift,30,0,30,2025-11-08
bandaids,Katy Perry,2,0,2,2025-11-08
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",101,0,101,2025-11-08
Ordinary,Alex Warren,275,0,275,2025-11-08
Opalite,Taylor Swift,16,0,16,2025-11-08
Mature,Hilary Duff,2,0,2,2025-11-08
Berghain,"ROSALÍA, Björk & Yves Tumor",12,0,12,2025-11-08
In The Dark,DJ Snake & Stray Kids,2,0,2,2025-11-08
WHERE IS MY HUSBAND,RAYE,51,0,51,2025-11-08
Man I Need,Olivia Dean,85,0,85,2025-11-08
Ma City,BTS,4,0,4,2025-11-08
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",141,0,141,2025-11-08
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",30,0,30,2025-11-08
Sapphire,Ed Sheeran,156,0,156,2025-11-08
Talk to You,YEONJUN,2,0,2,2025-11-08
The Dead Dance,Lady Gaga,67,0,67,2025-11-08
Don't Tread On Me,Cain Walker,14,0,14,2025-11-08
No Broke Boys,Disco Lines & Tinashe,141,0,141,2025-11-08
"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Bizarrap & Daddy Yankee,3,0,3,2025-11-08
Beautiful Things,Benson Boone,660,0,660,2025-11-08
Elizabeth Taylor,Taylor Swift,10,0,10,2025-11-08
Die With A Smile,Lady Gaga & Bruno Mars,450,0,450,2025-11-08
Go Down Deh,Spice,20,0,20,2025-11-08
APT.,ROSÉ & Bruno Mars,387,0,387,2025-11-08
Travelin' Soldier,Cody Johnson,2,0,2,2025-11-08
Wi$h Li$t,Taylor Swift,9,0,9,2025-11-08
So Easy,Olivia Dean,31,0,31,2025-11-08
What's Up,4 Non Blondes,105,0,105,2025-11-08
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",107,0,107,2025-11-08
Jamaican,HUGEL & SOLTO (FR),2,0,2,2025-11-08
All I Want for Christmas Is You,Mariah Carey,785,0,785,2025-11-08
Lose Control,Teddy Swims,853,0,853,2025-11-08
Fighting Spirit,Madonna,2,0,2,2025-11-08
12 to 12,sombr,90,0,90,2025-11-08
Super Pop,Madonna,2,0,2,2025-11-08
The Life of a Showgirl,Taylor Swift,14,0,14,2025-11-08
Messy,Lola Young,354,0,354,2025-11-08
Abracadabra,Lady Gaga,279,0,279,2025-11-08
Sunsets and Cigarettes,Mark Tuan,2,0,2,2025-11-08
You & I,Victor Ray,2,0,2,2025-11-08
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",101,0,101,2025-11-08
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",107,0,107,2025-11-08
Pink Pony Club,Chappell Roan,475,0,475,2025-11-08
Reliquia,ROSALÍA,2,0,2,2025-11-08
Ruin The Friendship,Taylor Swift,2,0,2,2025-11-08
Freedom,Cain Walker,11,0,11,2025-11-08
