song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",95,0,95,2025-11-02
The Fate of Ophelia,Taylor Swift,24,0,24,2025-11-02
Ordinary,Alex Warren,269,0,269,2025-11-02
Opalite,Taylor Swift,10,0,10,2025-11-02
Berghain,"ROSALÍA, Björk & Yves Tumor",6,0,6,2025-11-02
The Dead Dance,Lady Gaga,61,0,61,2025-11-02
Man I Need,Olivia Dean,79,0,79,2025-11-02
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",135,0,135,2025-11-02
Thriller,Michael Jackson,134,0,134,2025-11-02
Angel,Mariah Carey,5,0,5,2025-11-02
Sapphire,Ed Sheeran,150,0,150,2025-11-02
Beautiful Things,Benson Boone,654,0,654,2025-11-02
Die With A Smile,Lady Gaga & Bruno Mars,444,0,444,2025-11-02
WHERE IS MY HUSBAND,RAYE,45,0,45,2025-11-02
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",24,0,24,2025-11-02
No Broke Boys,Disco Lines & Tinashe,135,0,135,2025-11-02
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",101,0,101,2025-11-02
Confetti,Demi Lovato,3,0,3,2025-11-02
What's Up,4 Non Blondes,99,0,99,2025-11-02
All I Want for Christmas Is You,Mariah Carey,779,0,779,2025-11-02
TANZNEID,Electric Callboy,3,0,3,2025-11-02
Rubber Band Man,Mumford & Sons & Hozier,10,0,10,2025-11-02
Lose Control,Teddy Swims,847,0,847,2025-11-02
Ghostbusters,Ray Parker Jr.,78,0,78,2025-11-02
The Door,Teddy Swims,653,0,653,2025-11-02
APT.,ROSÉ & Bruno Mars,381,0,381,2025-11-02
So Easy,Olivia Dean,25,0,25,2025-11-02
Abracadabra,Lady Gaga,273,0,273,2025-11-02
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",101,0,101,2025-11-02
Pink Pony Club,Chappell Roan,469,0,469,2025-11-02
Azizam,Ed Sheeran,213,0,213,2025-11-02
Messy,Lola Young,348,0,348,2025-11-02
Nice To Meet You,Myles Smith,308,0,308,2025-11-02
Monster Mash,"Bobby ""Boris"" Pickett & The Crypt-Kickers",54,0,54,2025-11-02
Bohemian Rhapsody,Queen,717,0,717,2025-11-02
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",100,0,100,2025-11-02
The Sound of Silence,Disturbed,1895,0,1895,2025-11-02
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",134,0,134,2025-11-02
Walk My Walk,Breaking Rust,13,0,13,2025-11-02
Bad Dreams,Teddy Swims,416,0,416,2025-11-02
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",135,0,135,2025-11-02
Thunderstruck,Ac/Dc,888,0,888,2025-11-02
Das schönste Mädchen der Welt,Sarah Connor,3,0,3,2025-11-02
Mystical Magical,Benson Boone,192,0,192,2025-11-02
12 to 12,sombr,84,0,84,2025-11-02
Manchild,Sabrina Carpenter,150,0,150,2025-11-02
Livin’ on Borrowed Time,Breaking Rust,16,0,16,2025-11-02
Soleil Bleu,Bleu Soleil & LUIZA,121,0,121,2025-11-02
End of the World,Miley Cyrus,213,0,213,2025-11-02
This Is Halloween,The Citizens of Halloween,51,0,51,2025-11-02
Gute Laune,GroßstadtEngel,22,0,22,2025-11-02
Creep,Radiohead,222,0,222,2025-11-02
Gabriela,KATSEYE,66,0,66,2025-11-02
Sympathy Magic,Florence + the Machine,7,0,7,2025-11-02
Always Remember Us This Way,Lady Gaga,2243,0,2243,2025-11-02
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",95,0,95,2025-11-02
An meinem Grab,Der Skyper,4,0,4,2025-11-02
JUMP,BLACKPINK,115,0,115,2025-11-02
IRIS OUT,米津玄師,7,0,7,2025-11-02
Choosin' Texas,Ella Langley,17,0,17,2025-11-02
Don't Look Back In Anger,Oasis,77,0,77,2025-11-02
BIRDS OF A FEATHER,Billie Eilish,535,0,535,2025-11-02
