song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
The Fate of Ophelia,Taylor Swift,5,0,5,2025-10-14
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",76,0,76,2025-10-14
Ordinary,Alex Warren,250,0,250,2025-10-14
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",116,0,116,2025-10-14
EYES CLOSED,JISOO & ZAYN,5,0,5,2025-10-14
Man I Need,Olivia Dean,60,0,60,2025-10-14
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",5,0,5,2025-10-14
WHERE IS MY HUSBAND,RAYE,26,0,26,2025-10-14
The Dead Dance,Lady Gaga,42,0,42,2025-10-14
Sapphire,Ed Sheeran,131,0,131,2025-10-14
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",82,0,82,2025-10-14
Die With A Smile,Lady Gaga & Bruno Mars,425,0,425,2025-10-14
No Broke Boys,Disco Lines & Tinashe,116,0,116,2025-10-14
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",116,0,116,2025-10-14
Lose Control,Teddy Swims,828,0,828,2025-10-14
Beautiful Things,Benson Boone,635,0,635,2025-10-14
APT.,ROSÉ & Bruno Mars,362,0,362,2025-10-14
Messy,Lola Young,329,0,329,2025-10-14
Something In The Heavens,Lewis Capaldi,26,0,26,2025-10-14
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",82,0,82,2025-10-14
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",81,0,81,2025-10-14
Lady Killers II,G-Eazy,37,0,37,2025-10-14
Pink Pony Club,Chappell Roan,450,0,450,2025-10-14
My Only Angel,Aerosmith & YUNGBLUD,26,0,26,2025-10-14
The Door,Teddy Swims,634,0,634,2025-10-14
Through My Soul,Enlly Blue,39,0,39,2025-10-14
Someone You Loved,Lewis Capaldi,1459,0,1459,2025-10-14
JUMP,BLACKPINK,96,0,96,2025-10-14
Oh Lord,Foxy Shazam,7,0,7,2025-10-14
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",115,0,115,2025-10-14
BURNING UP,MEOVV,1,0,1,2025-10-14
Gravity,"Jessica Vosk, Alex Brightman, Sam Haft & Andrew Underberg",4,0,4,2025-10-14
First Christmas,Diane Keaton,3,0,3,2025-10-14
End of the World,Miley Cyrus,194,0,194,2025-10-14
Soleil Bleu,Bleu Soleil & LUIZA,102,0,102,2025-10-14
Tears,Sabrina Carpenter,47,0,47,2025-10-14
undressed,sombr,155,0,155,2025-10-14
Bad Dreams,Teddy Swims,397,0,397,2025-10-14
Don't Stop Believin',Journey,628,0,628,2025-10-14
A Bar Song,Shaboozey,551,0,551,2025-10-14
12 to 12,sombr,65,0,65,2025-10-14
Survive,Lewis Capaldi,110,0,110,2025-10-14
WE GO UP,BABYMONSTER,5,0,5,2025-10-14
Come Find Me,MK & Clementine Douglas,4,0,4,2025-10-14
Abracadabra,Lady Gaga,254,0,254,2025-10-14
DAISIES,Justin Bieber,96,0,96,2025-10-14
Sugar on My Tongue,"Tyler, The Creator",19,0,19,2025-10-14
Your New Morning Alarm,Marc Rebillet,114,0,114,2025-10-14
Mystical Magical,Benson Boone,173,0,173,2025-10-14
The Sound of Silence,Disturbed,1876,0,1876,2025-10-14
The First Time,Damiano David,68,0,68,2025-10-14
BIRDS OF A FEATHER,Billie Eilish,516,0,516,2025-10-14
Too Sweet,Hozier,493,0,493,2025-10-14
Talk to Me,"Damiano David, Tyla & Nile Rodgers",26,0,26,2025-10-14
Paid to Exist,brux XTN,8,0,8,2025-10-14
My Kinda Saturday Night,Luke Combs,12,0,12,2025-10-14
Camera,Ed Sheeran,33,0,33,2025-10-14
"Sally, When The Wine Runs Out",ROLE MODEL,23,0,23,2025-10-14
I Wanna Dance With Somebody,Calum Scott & Whitney Houston,29,0,29,2025-10-14
Manchild,Sabrina Carpenter,131,0,131,2025-10-14
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",178,0,178,2025-10-14
IRIS OUT,Kenshi Yonezu,30,0,30,2025-10-14
You Never Can Tell,Chuck Berry,12,0,12,2025-10-14
JANE DOE,Kenshi Yonezu & Hikaru Utada,23,0,23,2025-10-14
BOOST,Snow Man,2,0,2,2025-10-14
A Thousand Years,Christina Perri,2538,0,2538,2025-10-14
Eternity,Alex Warren,89,0,89,2025-10-14
Starburster,Fontaines D.C.,144,0,144,2025-10-14
You Are the Reason,Calum Scott,698,0,698,2025-10-14
Thriller,Michael Jackson,115,0,115,2025-10-14
Nice To Each Other,Olivia Dean,89,0,89,2025-10-14
Gabriela,KATSEYE,52,0,52,2025-10-14
Sweet Child o' Mine,Guns N' Roses,196,0,196,2025-10-14
So Easy,Olivia Dean,8,0,8,2025-10-14
Iris,The Goo Goo Dolls,311,0,311,2025-10-14
It's Raining,Ziggy in tha House,10,0,10,2025-10-14
The Subway,Chappell Roan,75,0,75,2025-10-14
Right On Time,Madonna,5,0,5,2025-10-14
NOKIA,Drake,241,0,241,2025-10-14
Sleigh Ride,Vindaloo Singh,8,0,8,2025-10-14
Forever Young,Alphaville,275,0,275,2025-10-14
Homeland Concert,קונצרט מולדת,2,0,2,2025-10-14
Be Mine,KAMRAD,152,0,152,2025-10-14
1991,Kenshi Yonezu,2,0,2,2025-10-14
A Sky Full of Stars,Coldplay,2608,0,2608,2025-10-14
Stargazing,Myles Smith,521,0,521,2025-10-14
The Fall,Cody Johnson,4,0,4,2025-10-14
Bohemian Rhapsody,Queen,705,0,705,2025-10-14
OVERDRIVE,TWS,2,0,2,2025-10-14
Home,Glockenbach & Tom Walker,23,0,23,2025-10-14
Gute Laune,GroßstadtEngel,3,0,3,2025-10-14
Sarà perché ti amo,Ricchi & Poveri,589,0,589,2025-10-14
Oblivion,SYML,4,0,4,2025-10-14
DEPRESSED,Anne-Marie,26,0,26,2025-10-14
PIXELATED KISSES,Joji,1,0,1,2025-10-14
Days Like These,Luke Combs,11,0,11,2025-10-14
back to friends,sombr,81,0,81,2025-10-14
Good News,Shaboozey,334,0,334,2025-10-14
Gekijyo,YOASOBI,13,0,13,2025-10-14
Bring mich nach Haus,Kontra K & SANTOS,5,0,5,2025-10-14
Thunderstruck,Ac/Dc,869,0,869,2025-10-14
Actor,Lilas,4,0,4,2025-10-14
Pretty Face,Robbie Williams,5,0,5,2025-10-14
Lose My Mind,Don Toliver,100,0,100,2025-10-14
On The Way,Aina The End,85,0,85,2025-10-14
My Body,HANA,3,0,3,2025-10-14
Unwritten,Natasha Bedingfield,314,0,314,2025-10-14
Sweet Caroline,Neil Diamond,178,0,178,2025-10-14
Body Language,U-KNOW,2,0,2,2025-10-14
Creep,Radiohead,209,0,209,2025-10-14
Blue Valentine,NMIXX,1,0,1,2025-10-14
Fourth Strike,Terror Jr & King Kylie,1,0,1,2025-10-14
Azizam,Ed Sheeran,194,0,194,2025-10-14
Protect the Light,Spitz,9,0,9,2025-10-14
Hard Fought Hallelujah,Brandon Lake & Jelly Roll,152,0,152,2025-10-14
Always Remember Us This Way,Lady Gaga,2224,0,2224,2025-10-14
QUE CE SOIT CLAIR,Paul Kalkbrenner & Stromae,44,0,44,2025-10-14
Wunderschön,Unheilig,32,0,32,2025-10-14
Have You Ever Seen the Rain,Creedence Clearwater Revival,153,0,153,2025-10-14
Zombie,YUNGBLUD,117,0,117,2025-10-14
"Good Luck, Babe",Chappell Roan,432,0,432,2025-10-14
Fade Into You,Mazzy Star,36,0,36,2025-10-14
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",76,0,76,2025-10-14
I,BUMP OF CHICKEN,1,0,1,2025-10-14
Stay,Myles Smith,19,0,19,2025-10-14
Силуэт,Ваня Дмитриенко & Аня Пересильд,1,0,1,2025-10-14
Wackelkontakt,Oimara,267,0,267,2025-10-14
Better Me For You,Max McNown,203,0,203,2025-10-14
Let It Be A Hallelujah,Lauren Daigle,2,0,2,2025-10-14
GOOD DAY,Mrs. GREEN APPLE,17,0,17,2025-10-14
Piazza San Marco,Annalisa,23,0,23,2025-10-14
Charger,TRIANGLE DES BERMUDES,67,0,67,2025-10-14
Fanfare,Koji Tamaki,2,0,2,2025-10-14
A Little More,Ed Sheeran,62,0,62,2025-10-14
Unstoppable,Sia,1863,0,1863,2025-10-14
TRUE LOVE,Snow Man,10,0,10,2025-10-14
PARISIENNE,GIMS & La Mano 1.9,32,0,32,2025-10-14
I Adore You,"HUGEL, Topic & Arash",411,0,411,2025-10-14
Viva la Vida,Coldplay,1866,0,1866,2025-10-14
Secrets,Miley Cyrus,26,0,26,2025-10-14
The Older I Get,Bryan Andrews,3,0,3,2025-10-14
Guten Morgen Sonnenschein,Nana Mouskouri,69,0,69,2025-10-14
Bloodline,Alex Warren & Jelly Roll,113,0,113,2025-10-14
Let It All Go,Birdy & Rhodes,2,0,2,2025-10-14
"Lord, You Are My Strength",Juno Skye,2,0,2,2025-10-14
GHOST,Hey! Say! JUMP,8,0,8,2025-10-14
The Glen,Levi Heron,151,0,151,2025-10-14
"les filles, les meufs",marguerite,19,0,19,2025-10-14
I Am Not Okay,Jelly Roll,457,0,457,2025-10-14
Folded,Kehlani,31,0,31,2025-10-14
Kono Hoshi no Tsuduki wo,Kobukuro,2,0,2,2025-10-14
I Had Some Help,Post Malone,473,0,473,2025-10-14
Voilà,"André Rieu, Johann Strauss Orchestra & Emma Kok",103,0,103,2025-10-14
Bella Napoli,Roy Bianco & Die Abbrunzati Boys,96,0,96,2025-10-14
Dancing2,Keli Holiday,60,0,60,2025-10-14
Stare In Wonder,BE:FIRST,9,0,9,2025-10-14
Everybody Wants to Rule the World,Tears for Fears,169,0,169,2025-10-14
Holy Forever,Chris Tomlin,15,0,15,2025-10-14
盛れミ・アモーレ,Juice=Juice,7,0,7,2025-10-14
Halo,Lotte Kestner,2,0,2,2025-10-14
River,Joni Mitchell,1,0,1,2025-10-14
"VISIONS Theme Song of ""KAMEN RIDER ZEZTZ""",NAQT VANE,3,0,3,2025-10-14
DtMF,Bad Bunny,153,0,153,2025-10-14
Perfect,Ed Sheeran,2972,0,2972,2025-10-14
Here Without You,3 Doors Down,38,0,38,2025-10-14
Smiles and Stumbles,Humbert Humbert,14,0,14,2025-10-14
Zombie,The Cranberries,319,0,319,2025-10-14
カリスマックス,Snow Man,4,0,4,2025-10-14
Espresso,Sabrina Carpenter,488,0,488,2025-10-14
In the Air Tonight,Phil Collins,143,0,143,2025-10-14
The Emptiness Machine,LINKIN PARK,335,0,335,2025-10-14
Flowers,Miley Cyrus,937,0,937,2025-10-14
Blessings,Calvin Harris & Clementine Douglas,157,0,157,2025-10-14
Rashisa,OFFICIAL HIGE DANDISM,45,0,45,2025-10-14
Wenn das Liebe ist,Nina Chuba,42,0,42,2025-10-14
Fooled Around and Fell in Love,Elvin Bishop,1,0,1,2025-10-14
Homay,AY YOLA,63,0,63,2025-10-14
The Truth,Megan Woods,87,0,87,2025-10-14
AMOR,Achille Lauro,22,0,22,2025-10-14
Demons Banquet,Tomonari Sora,37,0,37,2025-10-14
"Let Go,Let God",Xania Monet,6,0,6,2025-10-14
Self Control,Laura Branigan,8,0,8,2025-10-14
I Got Better,Morgan Wallen,17,0,17,2025-10-14
DREAMING ON,Paul Kalkbrenner & Depeche Mode,19,0,19,2025-10-14
Cattle and Cane,The Go-Betweens,1,0,1,2025-10-14
Blue Jeans,HANA,93,0,93,2025-10-14
Bottle Rockets,Scotty McCreery,103,0,103,2025-10-14
Beautiful People,David Guetta & Sia,221,0,221,2025-10-14
Waterfalls,James Hype,13,0,13,2025-10-14
When my spirit is weak,World hive,14,0,14,2025-10-14
Last One To Know,Gavin Adcock,12,0,12,2025-10-14
mistaken for a while,The Gardener & The Tree,1,0,1,2025-10-14
Ocean,Calvin Harris & Jessie Reyez,33,0,33,2025-10-14
Dreams,Fleetwood Mac,303,0,303,2025-10-14
Für immer untrennbar,Frei.Wild,1,0,1,2025-10-14
Lilac,Mrs. Green Apple,521,0,521,2025-10-14
Gratitude,Brandon Lake,35,0,35,2025-10-14
La symphonie des éclairs,Zaho de Sagazan,193,0,193,2025-10-14
I find you,DOYOUNG,25,0,25,2025-10-14
Left It In The River,Jamie MacDonald,21,0,21,2025-10-14
