song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,102,0,102,2025-05-19
Don’t Say You Love Me,Jin,4,0,4,2025-05-19
Die With A Smile,Lady Gaga & Bruno Mars,277,0,277,2025-05-19
APT.,ROSÉ & Bruno Mars,214,0,214,2025-05-19
Espresso Macchiato,Tommy Cash,17,0,17,2025-05-19
Wasted Love,JJ,7,0,7,2025-05-19
Anxiety,Doechii,76,0,76,2025-05-19
Messy,Lola Young,181,0,181,2025-05-19
New Day Will Rise,Yuval Raphael,12,0,12,2025-05-19
Azizam,Ed Sheeran,46,0,46,2025-05-19
Bara Bada Bastu,KAJ,21,0,21,2025-05-19
Baller,Abor & Tynna,20,0,20,2025-05-19
Abracadabra,Lady Gaga,106,0,106,2025-05-19
Volevo essere un duro,Lucio Corsi,31,0,31,2025-05-19
Hallucination,Sissal,4,0,4,2025-05-19
Beautiful Things,Benson Boone,487,0,487,2025-05-19
C'est La Vie,Claude,18,0,18,2025-05-19
Bad Dreams,Teddy Swims,249,0,249,2025-05-19
End of the World,Miley Cyrus,46,0,46,2025-05-19
Pink Pony Club,Chappell Roan,302,0,302,2025-05-19
Voyage,Zoë Më,7,0,7,2025-05-19
Let You Fade,LINKIN PARK,4,0,4,2025-05-19
La poupée monte le son,Laura Thorn,4,0,4,2025-05-19
#eurodab,Käärijä & Baby Lasagna,2,0,2,2025-05-19
Maman,Louane,15,0,15,2025-05-19
NOKIA,Drake,94,0,94,2025-05-19
Her Nerdeysen,DJ Unzensiert,13,0,13,2025-05-19
BIRDS OF A FEATHER,Billie Eilish,368,0,368,2025-05-19
Pretty Little Baby,Connie Francis,10,0,10,2025-05-19
RÓA,VÆB,4,0,4,2025-05-19
A Bar Song,Shaboozey,403,0,403,2025-05-19
Esa Diva,Melody,15,0,15,2025-05-19
The Door,Teddy Swims,486,0,486,2025-05-19
What The Hell Just Happened,Remember Monday,16,0,16,2025-05-19
Tutta L'Italia,Gabry Ponte,35,0,35,2025-05-19
Blessings,Calvin Harris & Clementine Douglas,11,0,11,2025-05-19
Lose Control,Teddy Swims,680,0,680,2025-05-19
ICH KOMME,Erika Vikman,3,0,3,2025-05-19
Nothing Without Your Love,Jin,4,0,4,2025-05-19
Asteromata,Klavdia,4,0,4,2025-05-19
Old Phone,Ed Sheeran,18,0,18,2025-05-19
Starburster,Fontaines D.C.,48,0,48,2025-05-19
Always Remember Us This Way,Lady Gaga,2076,0,2076,2025-05-19
Nice To Meet You,Myles Smith,193,0,193,2025-05-19
Elevator,BAEKHYUN,1,0,1,2025-05-19
Lighter,Kyle Alessandro,4,0,4,2025-05-19
The Sound of Silence,Disturbed,1728,0,1728,2025-05-19
Bur man laimi,Tautumeitas,2,0,2,2025-05-19
Background,Jin,4,0,4,2025-05-19
Loser,Jin,4,0,4,2025-05-19
Her Nerdeysen,Ati242,21,0,21,2025-05-19
Liar,Jelly Roll,242,0,242,2025-05-19
The Glen,Levi Heron,10,0,10,2025-05-19
Beautiful People,David Guetta & Sia,74,0,74,2025-05-19
With the Clouds,Jin,4,0,4,2025-05-19
Rope It,Jin,4,0,4,2025-05-19
I'm The Problem,Morgan Wallen,109,0,109,2025-05-19
Stargazing,Myles Smith,375,0,375,2025-05-19
"To Me, Today",Jin,4,0,4,2025-05-19
luther,Kendrick Lamar & SZA,162,0,162,2025-05-19
Watch me,YOASOBI,2,0,2,2025-05-19
Sorry I'm Here For Someone Else,Benson Boone,81,0,81,2025-05-19
Good News,Shaboozey,186,0,186,2025-05-19
Don't Stop The Car,Nickless,11,0,11,2025-05-19
Living My Best Life,Jessie J,4,0,4,2025-05-19
Mystical Magical,Benson Boone,25,0,25,2025-05-19
Tell That Angel I Love Her,John Foster,7,0,7,2025-05-19
Espresso Macchiato,Tommy Cash & Tony Effe,2,0,2,2025-05-19
