song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",55,0,55,2025-09-23
Ordinary,Alex Warren,229,0,229,2025-09-23
The Dead Dance,Lady Gaga,21,0,21,2025-09-23
Man I Need,Olivia Dean,39,0,39,2025-09-23
My Only Angel,Aerosmith & YUNGBLUD,5,0,5,2025-09-23
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",95,0,95,2025-09-23
Sapphire,Ed Sheeran,110,0,110,2025-09-23
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",61,0,61,2025-09-23
No Broke Boys,Disco Lines & Tinashe,95,0,95,2025-09-23
Telephone,Lady GaGa,2,0,2,2025-09-23
Die With A Smile,Lady Gaga & Bruno Mars,404,0,404,2025-09-23
Messy,Lola Young,308,0,308,2025-09-23
Something In The Heavens,Lewis Capaldi,5,0,5,2025-09-23
APT.,ROSÉ & Bruno Mars,341,0,341,2025-09-23
WHERE IS MY HUSBAND,RAYE,5,0,5,2025-09-23
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",94,0,94,2025-09-23
Holy Forever,Chris Tomlin,2,0,2,2025-09-23
Survive,Lewis Capaldi,89,0,89,2025-09-23
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",95,0,95,2025-09-23
Who Are You,SUHO,2,0,2,2025-09-23
Pink Pony Club,Chappell Roan,429,0,429,2025-09-23
DAISIES,Justin Bieber,75,0,75,2025-09-23
September,"Earth, Wind & Fire",115,0,115,2025-09-23
Lose Control,Teddy Swims,807,0,807,2025-09-23
Secrets,Miley Cyrus,5,0,5,2025-09-23
Gratitude,Brandon Lake,15,0,15,2025-09-23
JUMP,BLACKPINK,75,0,75,2025-09-23
Beautiful Things,Benson Boone,614,0,614,2025-09-23
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",61,0,61,2025-09-23
12 to 12,sombr,44,0,44,2025-09-23
Abracadabra,Lady Gaga,233,0,233,2025-09-23
Azizam,Ed Sheeran,173,0,173,2025-09-23
Bad Dreams,Teddy Swims,376,0,376,2025-09-23
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",60,0,60,2025-09-23
Mystical Magical,Benson Boone,152,0,152,2025-09-23
JANE DOE,Kenshi Yonezu & Hikaru Utada,2,0,2,2025-09-23
Camera,Ed Sheeran,12,0,12,2025-09-23
undressed,sombr,134,0,134,2025-09-23
The Sound of Silence,Disturbed,1855,0,1855,2025-09-23
NOKIA,Drake,220,0,220,2025-09-23
The Door,Teddy Swims,613,0,613,2025-09-23
BIRDS OF A FEATHER,Billie Eilish,495,0,495,2025-09-23
Tears,Sabrina Carpenter,26,0,26,2025-09-23
Manchild,Sabrina Carpenter,110,0,110,2025-09-23
Octopus,Mountain Crew,4,0,4,2025-09-23
Soleil Bleu,Bleu Soleil & LUIZA,81,0,81,2025-09-23
Wunderschön,Unheilig,12,0,12,2025-09-23
DEPRESSED,Anne-Marie,5,0,5,2025-09-23
On The Way,Aina The End,66,0,66,2025-09-23
Unwritten,Natasha Bedingfield,304,0,304,2025-09-23
I Wanna Dance With Somebody,Calum Scott & Whitney Houston,13,0,13,2025-09-23
Dress,Taylor Swift,6,0,6,2025-09-23
Always Remember Us This Way,Lady Gaga,2203,0,2203,2025-09-23
Life's Incredible Again,Michael Giacchino,14,0,14,2025-09-23
Better Me For You,Max McNown,182,0,182,2025-09-23
Hard Fought Hallelujah,Brandon Lake & Jelly Roll,131,0,131,2025-09-23
How Dare They,DIESEL,8,0,8,2025-09-23
Iris,The Goo Goo Dolls,290,0,290,2025-09-23
How Do I Say Goodbye,Dean Lewis,697,0,697,2025-09-23
A Bar Song,Shaboozey,530,0,530,2025-09-23
Eternity,Alex Warren,68,0,68,2025-09-23
Someone You Loved,Lewis Capaldi,1438,0,1438,2025-09-23
Blessings,Calvin Harris & Clementine Douglas,138,0,138,2025-09-23
The First Time,Damiano David,54,0,54,2025-09-23
IRIS OUT,Kenshi Yonezu,9,0,9,2025-09-23
The Subway,Chappell Roan,54,0,54,2025-09-23
Show Me Love,WizTheMc & bees & honey,185,0,185,2025-09-23
The Blessing,"Kari Jobe, Cody Carnes & Elevation Worship",60,0,60,2025-09-23
This Town,Niall Horan,150,0,150,2025-09-23
