song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Do It,Stray Kids,1,0,1,2025-11-21
The Fate of Ophelia,Taylor Swift,43,0,43,2025-11-21
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",114,0,114,2025-11-21
Love Won't Wait,Madonna,1,0,1,2025-11-21
DIVINE,Stray Kids,1,0,1,2025-11-21
WHERE IS MY HUSBAND,RAYE,64,0,64,2025-11-21
Man I Need,Olivia Dean,98,0,98,2025-11-21
Ordinary,Alex Warren,288,0,288,2025-11-21
All I Want for Christmas Is You,Mariah Carey,798,0,798,2025-11-21
For Good,Cynthia Erivo & Ariana Grande,1,0,1,2025-11-21
Opalite,Taylor Swift,29,0,29,2025-11-21
Photobook,Stray Kids,1,0,1,2025-11-21
Holiday,Stray Kids,1,0,1,2025-11-21
Changing,Kevin Jonas,2,0,2,2025-11-21
Berghain,"ROSALÍA, Björk & Yves Tumor",25,0,25,2025-11-21
So Easy,Olivia Dean,44,0,44,2025-11-21
SATURDAY PREACHER,Cha Eun-Woo,1,0,1,2025-11-21
12 to 12,sombr,103,0,103,2025-11-21
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",43,0,43,2025-11-21
NOKIA,Drake,271,0,271,2025-11-21
Don't Tread On Me,Cain Walker,27,0,27,2025-11-21
Beautiful Things,Benson Boone,673,0,673,2025-11-21
Messy,Lola Young,367,0,367,2025-11-21
Sweet Papaya,Cha Eun-Woo,1,0,1,2025-11-21
Left For Good,Bad Omens,3,0,3,2025-11-21
Choosin' Texas,Ella Langley,36,0,36,2025-11-21
Viva Forever,Spice Girls,2,0,2,2025-11-21
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",154,0,154,2025-11-21
Die With A Smile,Lady Gaga & Bruno Mars,463,0,463,2025-11-21
No Broke Boys,Disco Lines & Tinashe,154,0,154,2025-11-21
No Good Deed,Cynthia Erivo,1,0,1,2025-11-21
Commentary,Stephen Schwartz,13,0,13,2025-11-21
The Dead Dance,Lady Gaga,80,0,80,2025-11-21
Sapphire,Ed Sheeran,169,0,169,2025-11-21
NOBODY'S GIRL,Tate McRae,1,0,1,2025-11-21
you look like you love me,Ella Langley & Riley Green,296,0,296,2025-11-21
Mein Löwe,Unheilig,1,0,1,2025-11-21
Pink Pony Club,Chappell Roan,488,0,488,2025-11-21
Last Christmas,Wham!,605,0,605,2025-11-21
Stand By Me,Stephen Wilson Jr.,18,0,18,2025-11-21
Worst Way,Riley Green,133,0,133,2025-11-21
Hear My Hope,"Amir Talai, Leslie Kritzer, Joel Perez, Lilli Cooper, Alex Brightman, Daphne Rubin-Vega, James Monroe Iglehart, Patrick Stump, Andrew Durand, Alex Newell, Shoba Narayan, Erika Henningsen, Stephanie Beatriz, Keith David, Kevin Del Aguila, Kimiko Glenn, Krystina Alabado, Jessica Vosk & Christian Borle",2,0,2,2025-11-21
Heathen Days,Rob Zombie,1,0,1,2025-11-21
Loud & Wild,ItaloBrothers,1,0,1,2025-11-21
The Door,Teddy Swims,672,0,672,2025-11-21
Insomnia,Faithless & Disclosure,8,0,8,2025-11-21
SAVE MY SOUL,Bastille,1,0,1,2025-11-21
ANYTHING BUT LOVE,Tate McRae,1,0,1,2025-11-21
My Only Angel,Aerosmith & YUNGBLUD,64,0,64,2025-11-21
Walk My Walk,Breaking Rust,32,0,32,2025-11-21
Wondering Why,The Red Clay Strays,82,0,82,2025-11-21
undressed,sombr,192,0,192,2025-11-21
APT.,ROSÉ & Bruno Mars,400,0,400,2025-11-21
Home,Glockenbach & Tom Walker,59,0,59,2025-11-21
It's Raining,Ziggy in tha House,47,0,47,2025-11-21
Abracadabra,Lady Gaga,292,0,292,2025-11-21
TRYING ON SHOES,Tate McRae,1,0,1,2025-11-21
Soleil Bleu,Bleu Soleil & LUIZA,140,0,140,2025-11-21
La Perla,ROSALÍA & Yahritza Y Su Esencia,15,0,15,2025-11-21
Always Remember Us This Way,Lady Gaga,2262,0,2262,2025-11-21
What's Up,4 Non Blondes,118,0,118,2025-11-21
Bad As I Used To Be,Chris Stapleton,22,0,22,2025-11-21
Bad Dreams,Teddy Swims,434,0,434,2025-11-21
Thunderstruck,Ac/Dc,907,0,907,2025-11-21
Real Love,The Beatles,4,0,4,2025-11-21
HORSESHOE,Tate McRae,1,0,1,2025-11-21
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",120,0,120,2025-11-21
Fuck Being a Princess,Esme Rose,1,0,1,2025-11-21
I Don't Care,Cain Walker,8,0,8,2025-11-21
A Bar Song,Shaboozey,589,0,589,2025-11-21
A Song To Sing,Miranda Lambert & Chris Stapleton,6,0,6,2025-11-21
Lose Control,Teddy Swims,866,0,866,2025-11-21
BIRDS OF A FEATHER,Billie Eilish,554,0,554,2025-11-21
Searchlight,Shinedown,4,0,4,2025-11-21
Merry Christmas Everyone,Shakin' Stevens,211,0,211,2025-11-21
Lang nicht hier,Wincent Weiss,1,0,1,2025-11-21
People Hatin',The Red Clay Strays,6,0,6,2025-11-21
Find Your Rest,Solomon Ray,12,0,12,2025-11-21
Took A Walk,Shaboozey & Stephen Wilson Jr.,2,0,2,2025-11-21
As Long As You’re Mine,Cynthia Erivo & Jonathan Bailey,1,0,1,2025-11-21
Girl Crush,Little Big Town,5,0,5,2025-11-21
JANE DOE,Kenshi Yonezu & Hikaru Utada,55,0,55,2025-11-21
Dancing2,Keli Holiday,95,0,95,2025-11-21
IRIS OUT,Kenshi Yonezu,57,0,57,2025-11-21
The Sound of Silence,Disturbed,1914,0,1914,2025-11-21
Let This Party Never End,"Loona, Mark 'Oh & BassWar & CaoX",1,0,1,2025-11-21
PSYCHO,BABYMONSTER,3,0,3,2025-11-21
Tremolo,Kenshi Yonezu,3,0,3,2025-11-21
Weightless,Marconi Union,23,0,23,2025-11-21
Silhouette,KANA-BOON,13,0,13,2025-11-21
Santa is a Viking,Saltatio Mortis,1,0,1,2025-11-21
Kaishin No Ichigeki,YOASOBI,2,0,2,2025-11-21
Wo Du Herkommst,Melissa Naschenweng,1,0,1,2025-11-21
Succession,Nicholas Britell,83,0,83,2025-11-21
Survive,Lewis Capaldi,142,0,142,2025-11-21
This is me,RIKU,1,0,1,2025-11-21
Rubber Band Man,Mumford & Sons & Hozier,27,0,27,2025-11-21
Der Morgen danach,Maite Kelly,36,0,36,2025-11-21
Don't Stop Believin',Journey,665,0,665,2025-11-21
Driving Home for Christmas,Chris Rea,386,0,386,2025-11-21
Something In The Heavens,Lewis Capaldi,64,0,64,2025-11-21
Dopamine,Robyn,9,0,9,2025-11-21
Gute Laune,GroßstadtEngel,39,0,39,2025-11-21
"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Bizarrap & Daddy Yankee,16,0,16,2025-11-21
Selfish,Cha Eun-Woo,1,0,1,2025-11-21
Wunderschön,Unheilig,63,0,63,2025-11-21
For Good,"Cynthia Erivo, Ariana Grande, Idina Menzel & Kristin Chenoweth",6,0,6,2025-11-21
Snowman,Sia,277,0,277,2025-11-21
Dear DIVA,ROIROM,3,0,3,2025-11-21
The Artist,Tomohisa Yamashita,1,0,1,2025-11-21
VERLIEBT IN MICH,FAYAN & Dalton,51,0,51,2025-11-21
Ain't My Problem,Cain Walker,16,0,16,2025-11-21
ONE MORE TIME,ALLDAY PROJECT,5,0,5,2025-11-21
Nice To Each Other,Olivia Dean,126,0,126,2025-11-21
Fontaine,Stephan Eicher,1,0,1,2025-11-21
Gary,Stephen Wilson Jr.,3,0,3,2025-11-21
Present,INI,12,0,12,2025-11-21
Jamaican,HUGEL & SOLTO (FR),15,0,15,2025-11-21
Kyoshinsho,Mrs. GREEN APPLE,3,0,3,2025-11-21
Against All Answers,TOGENASHI TOGEARI,1,0,1,2025-11-21
Wind Up Missin’ You,Tucker Wetmore,5,0,5,2025-11-21
Creep,Radiohead,236,0,236,2025-11-21
Ring Finger,Lainey Wilson,2,0,2,2025-11-21
Merry Christmas,Ed Sheeran & Elton John,167,0,167,2025-11-21
Der Techno Erlkönig,Blondee,1,0,1,2025-11-21
Fanfare,Koji Tamaki,40,0,40,2025-11-21
Don't Mind If I Do,Riley Green,11,0,11,2025-11-21
Die On This Hill,SIENNA SPIRO,9,0,9,2025-11-21
L'aurora,Eros Ramazzotti & Alicia Keys,1,0,1,2025-11-21
Paid to Exist,brux XTN,46,0,46,2025-11-21
GOOD STUFF,aespa,5,0,5,2025-11-21
An meinem Grab,Der Skyper,11,0,11,2025-11-21
weren't for the wind,Ella Langley,31,0,31,2025-11-21
Mystical Magical,Benson Boone,211,0,211,2025-11-21
Notte di Natale,Lucio Corsi,1,0,1,2025-11-21
Easy,"Stephanie Beatriz, Erika Henningsen, Sam Haft & Andrew Underberg",3,0,3,2025-11-21
"O Come, O Come Emmanuel",Skillet,8,0,8,2025-11-21
Verboten nah,Daniel Sommer,1,0,1,2025-11-21
Unstoppable,Sia,1897,0,1897,2025-11-21
punto,eroCaddeo,1,0,1,2025-11-21
Home,Robert Grace,7,0,7,2025-11-21
Someone You Loved,Lewis Capaldi,1490,0,1490,2025-11-21
盛れミ・アモーレ,Juice=Juice,31,0,31,2025-11-21
Meisje Uit De Klas,Emma Heesters,1,0,1,2025-11-21
You Are the Reason,Calum Scott,736,0,736,2025-11-21
Única,Tainy & KAROL G,1,0,1,2025-11-21
COUNTDOWN LOVE,I'm a Cutie Finder,5,0,5,2025-11-21
Zenzenzense,VAUNDY,3,0,3,2025-11-21
Show Me Love,WizTheMc & bees & honey,208,0,208,2025-11-21
I Wanna Be Adored,The Stone Roses,1,0,1,2025-11-21
Better Me For You,Max McNown,235,0,235,2025-11-21
Fools Gold,The Stone Roses,1,0,1,2025-11-21
Chubina,East Duo,78,0,78,2025-11-21
Enter Sandman,Metallica,149,0,149,2025-11-21
Waterfalls,James Hype,42,0,42,2025-11-21
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",119,0,119,2025-11-21
いきどまり,星野源,1,0,1,2025-11-21
Thinkin’ Bout U,Cha Eun-Woo,1,0,1,2025-11-21
American Kids,Kenny Chesney,2,0,2,2025-11-21
End of the World,Miley Cyrus,231,0,231,2025-11-21
I'm Always On Stage,Sam Fender,2,0,2,2025-11-21
Dancing With Your Ghost,Sasha Alex Sloan,1,0,1,2025-11-21
The Day That I Die,Lewis Capaldi,8,0,8,2025-11-21
Gold Unbalance,Mori Calliope,1,0,1,2025-11-21
FEAR,NF,8,0,8,2025-11-21
Guitar,Zach Top,2,0,2,2025-11-21
Alcohol,Kerr Mercer,1,0,1,2025-11-21
On The Way,Aina The End,110,0,110,2025-11-21
The Fall,Cody Johnson,11,0,11,2025-11-21
Stay,Myles Smith,57,0,57,2025-11-21
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",120,0,120,2025-11-21
Think About Us,"Sonny Fodera, D.O.D & Poppy Baskcomb",14,0,14,2025-11-21
Azizam,Ed Sheeran,230,0,230,2025-11-21
Baila de Gasolina,Effe Serieus,137,0,137,2025-11-21
DAISIES,Justin Bieber,134,0,134,2025-11-21
New Heart,Crash Adams,37,0,37,2025-11-21
Esibizionista,Annalisa,1,0,1,2025-11-21
Gabriela,KATSEYE,84,0,84,2025-11-21
Il mio giorno preferito,Eros Ramazzotti,21,0,21,2025-11-21
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",152,0,152,2025-11-21
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",110,0,110,2025-11-21
Oshakashama,Hiroji Miyamoto,3,0,3,2025-11-21
Iris,The Goo Goo Dolls,345,0,345,2025-11-21
I Never Lie,Zach Top,195,0,195,2025-11-21
September,"Earth, Wind & Fire",141,0,141,2025-11-21
Sweat,Melanie C,14,0,14,2025-11-21
Camera,Ed Sheeran,68,0,68,2025-11-21
WHERE IS MY HUSBAND,"RAYE, David Guetta & Hypaton",4,0,4,2025-11-21
Bring Me To Life,Tiësto & FORS,1,0,1,2025-11-21
Underneath the Tree,Kelly Clarkson,201,0,201,2025-11-21
Darma Grand Prix,Yorushika,3,0,3,2025-11-21
Secrets,Miley Cyrus,42,0,42,2025-11-21
CHANEL,Tyla,12,0,12,2025-11-21
Back in the Saddle,Luke Combs,29,0,29,2025-11-21
Divine Feelings,Vance Joy,23,0,23,2025-11-21
How Do I Let You Go,Parmalee,1,0,1,2025-11-21
Atje Voor De Sfeer,Rene Karst,1,0,1,2025-11-21
4x4xU,Lainey Wilson,66,0,66,2025-11-21
CHARISMAX,Snow Man,70,0,70,2025-11-21
Saidaikouyakusu,SEKAI NO OWARI,3,0,3,2025-11-21
