song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,126,0,126,2025-06-12
Sapphire,Ed Sheeran,7,0,7,2025-06-12
APT.,ROSÉ & Bruno Mars,238,0,238,2025-06-12
God Only Knows,The Beach Boys,1,0,1,2025-06-12
Die With A Smile,Lady Gaga & Bruno Mars,301,0,301,2025-06-12
Good Vibrations,The Beach Boys,8,0,8,2025-06-12
Azizam,Ed Sheeran,70,0,70,2025-06-12
Wouldn't It Be Nice,The Beach Boys,1,0,1,2025-06-12
Messy,Lola Young,205,0,205,2025-06-12
ჩუბინა,East Duo,119,0,119,2025-06-12
Anxiety,Doechii,100,0,100,2025-06-12
Hollow,Stray Kids,2,0,2,2025-06-12
Surfin' U.S.A.,The Beach Boys,1,0,1,2025-06-12
Manchild,Sabrina Carpenter,7,0,7,2025-06-12
Abracadabra,Lady Gaga,130,0,130,2025-06-12
BIRDS OF A FEATHER,Billie Eilish,392,0,392,2025-06-12
Pink Pony Club,Chappell Roan,326,0,326,2025-06-12
Beautiful Things,Benson Boone,511,0,511,2025-06-12
Sloop John B,The Beach Boys,1,0,1,2025-06-12
Banned From NO,Lil Wayne & Nicki Minaj,2,0,2,2025-06-12
Same Questions,Max McNown,7,0,7,2025-06-12
Her Nerdeysen,Ati242,45,0,45,2025-06-12
Bad Dreams,Teddy Swims,273,0,273,2025-06-12
End of the World,Miley Cyrus,70,0,70,2025-06-12
The Glen,Levi Heron,34,0,34,2025-06-12
Type Dangerous,Mariah Carey,7,0,7,2025-06-12
Pretty Little Baby,Connie Francis,34,0,34,2025-06-12
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",55,0,55,2025-06-12
I Get Around,The Beach Boys,1,0,1,2025-06-12
Lose Control,Teddy Swims,704,0,704,2025-06-12
NOKIA,Drake,118,0,118,2025-06-12
The Sound of Silence,Disturbed,1752,0,1752,2025-06-12
Espresso Macchiato,Tommy Cash,41,0,41,2025-06-12
California Girls,The Beach Boys,1,0,1,2025-06-12
Old Phone,Ed Sheeran,42,0,42,2025-06-12
A Bar Song,Shaboozey,427,0,427,2025-06-12
The Door,Teddy Swims,510,0,510,2025-06-12
Mystical Magical,Benson Boone,49,0,49,2025-06-12
Sorry I'm Here For Someone Else,Benson Boone,105,0,105,2025-06-12
Beautiful People,David Guetta & Sia,98,0,98,2025-06-12
Espresso,Sabrina Carpenter,425,0,425,2025-06-12
Blessings,Calvin Harris & Clementine Douglas,35,0,35,2025-06-12
Scornful Woman,Oliver Anthony Music,8,0,8,2025-06-12
Und die Engel singen,Till Lindemann,2,0,2,2025-06-12
Don't Worry Baby,The Beach Boys,1,0,1,2025-06-12
Always Remember Us This Way,Lady Gaga,2100,0,2100,2025-06-12
Stargazing,Myles Smith,399,0,399,2025-06-12
Barbara Ann,The Beach Boys,1,0,1,2025-06-12
How Do I Say Goodbye,Dean Lewis,647,0,647,2025-06-12
Chubina,East Duo,13,0,13,2025-06-12
Si Antes Te Hubiera Conocido,KAROL G,357,0,357,2025-06-12
Zombie,YUNGBLUD,14,0,14,2025-06-12
Bloodline,Alex Warren & Jelly Roll,2,0,2,2025-06-12
Nadadora,MARTIN,1,0,1,2025-06-12
Carry You Home,Alex Warren,323,0,323,2025-06-12
God Went Crazy,Teddy Swims,7,0,7,2025-06-12
Thunderstruck,Ac/Dc,746,0,746,2025-06-12
Be Mine,KAMRAD,28,0,28,2025-06-12
"Help Me, Rhonda",The Beach Boys,1,0,1,2025-06-12
Good News,Shaboozey,210,0,210,2025-06-12
Everyday People,Sly & The Family Stone,3,0,3,2025-06-12
