song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",79,0,79,2025-10-17
The Fate of Ophelia,Taylor Swift,8,0,8,2025-10-17
We Made It Look Easy,Bon Jovi & Robbie Williams,1,0,1,2025-10-17
Ordinary,Alex Warren,253,0,253,2025-10-17
Man I Need,Olivia Dean,63,0,63,2025-10-17
WHERE IS MY HUSBAND,RAYE,29,0,29,2025-10-17
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",119,0,119,2025-10-17
Scary,Britney Spears,1,0,1,2025-10-17
Sapphire,Ed Sheeran,134,0,134,2025-10-17
No Broke Boys,Disco Lines & Tinashe,119,0,119,2025-10-17
Die With A Smile,Lady Gaga & Bruno Mars,428,0,428,2025-10-17
The Dead Dance,Lady Gaga,45,0,45,2025-10-17
Sweat,Melanie C,1,0,1,2025-10-17
Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",8,0,8,2025-10-17
I Was Made for Lovin' You,KISS,27,0,27,2025-10-17
Choosin' Texas,Ella Langley,1,0,1,2025-10-17
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",85,0,85,2025-10-17
EYES CLOSED,JISOO & ZAYN,8,0,8,2025-10-17
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",118,0,118,2025-10-17
Beautiful Things,Benson Boone,638,0,638,2025-10-17
The Door,Teddy Swims,637,0,637,2025-10-17
Dead and Gone,Leigh-Anne,1,0,1,2025-10-17
Lose Control,Teddy Swims,831,0,831,2025-10-17
Pink Pony Club,Chappell Roan,453,0,453,2025-10-17
Church & State,Brandi Carlile,1,0,1,2025-10-17
The Crown,Kip Moore,1,0,1,2025-10-17
You Are the Reason,Calum Scott,701,0,701,2025-10-17
12 to 12,sombr,68,0,68,2025-10-17
Changes,Charlie Puth,1,0,1,2025-10-17
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",84,0,84,2025-10-17
Wildflower,Michael Patrick Kelly,1,0,1,2025-10-17
Someone You Loved,Lewis Capaldi,1462,0,1462,2025-10-17
New York Groove,Ace Frehley,1,0,1,2025-10-17
Bad Dreams,Teddy Swims,400,0,400,2025-10-17
APT.,ROSÉ & Bruno Mars,365,0,365,2025-10-17
Messy,Lola Young,332,0,332,2025-10-17
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",85,0,85,2025-10-17
Graveyard Whistling,Morgan Wallen,1,0,1,2025-10-17
Something In The Heavens,Lewis Capaldi,29,0,29,2025-10-17
Hot Stuff,The Rolling Stones,1,0,1,2025-10-17
