song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,110,0,110,2025-05-27
THUNDER,SEVENTEEN,2,0,2,2025-05-27
APT.,ROSÉ & Bruno Mars,222,0,222,2025-05-27
Die With A Smile,Lady Gaga & Bruno Mars,285,0,285,2025-05-27
Messy,Lola Young,189,0,189,2025-05-27
Azizam,Ed Sheeran,54,0,54,2025-05-27
Anxiety,Doechii,84,0,84,2025-05-27
Abracadabra,Lady Gaga,114,0,114,2025-05-27
End of the World,Miley Cyrus,54,0,54,2025-05-27
BIRDS OF A FEATHER,Billie Eilish,376,0,376,2025-05-27
Beautiful Things,Benson Boone,495,0,495,2025-05-27
Bad Dreams,Teddy Swims,257,0,257,2025-05-27
Espresso Macchiato,Tommy Cash,25,0,25,2025-05-27
cliché,mgk,5,0,5,2025-05-27
Pink Pony Club,Chappell Roan,310,0,310,2025-05-27
Pretty Little Baby,Connie Francis,18,0,18,2025-05-27
NOKIA,Drake,102,0,102,2025-05-27
A Bar Song,Shaboozey,411,0,411,2025-05-27
Lose Control,Teddy Swims,688,0,688,2025-05-27
Momma Song,Benson Boone,5,0,5,2025-05-27
Poet Ⅰ Artist,SHINee,1,0,1,2025-05-27
Bloodline,Alex Warren,5,0,5,2025-05-27
Sorry I'm Here For Someone Else,Benson Boone,89,0,89,2025-05-27
The Sound of Silence,Disturbed,1736,0,1736,2025-05-27
The Door,Teddy Swims,494,0,494,2025-05-27
CHAMPION,SUNG HAN BIN,1,0,1,2025-05-27
Blessings,Calvin Harris & Clementine Douglas,19,0,19,2025-05-27
Always Remember Us This Way,Lady Gaga,2084,0,2084,2025-05-27
Mystical Magical,Benson Boone,33,0,33,2025-05-27
Starburster,Fontaines D.C.,56,0,56,2025-05-27
Her Nerdeysen,DJ Unzensiert,21,0,21,2025-05-27
The Glen,Levi Heron,18,0,18,2025-05-27
Old Phone,Ed Sheeran,26,0,26,2025-05-27
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",39,0,39,2025-05-27
Beautiful People,David Guetta & Sia,82,0,82,2025-05-27
HBD,SEVENTEEN,2,0,2,2025-05-27
Don’t Say You Love Me,Jin,12,0,12,2025-05-27
99.9%,SEVENTEEN,2,0,2,2025-05-27
Bara Bada Bastu,KAJ,29,0,29,2025-05-27
WHY,Jon Bellion & Luke Combs,5,0,5,2025-05-27
Nice To Meet You,Myles Smith,201,0,201,2025-05-27
Her Nerdeysen,Ati242,29,0,29,2025-05-27
God Is a Weapon,Falling In Reverse,7,0,7,2025-05-27
Coincidence,SEVENTEEN,2,0,2,2025-05-27
Wasted Love,JJ,15,0,15,2025-05-27
Good News,Shaboozey,194,0,194,2025-05-27
Somewhere Over Laredo,Lainey Wilson,5,0,5,2025-05-27
Next Summer,Damiano David,89,0,89,2025-05-27
Die For You,Calum Scott,5,0,5,2025-05-27
Hawaiian Roller Coaster Ride,"Iam Tongi, Kamehameha Schools Children's Chorus & Disney",6,0,6,2025-05-27
Liar,Jelly Roll,250,0,250,2025-05-27
Stargazing,Myles Smith,383,0,383,2025-05-27
Shake It Off,SEVENTEEN,2,0,2,2025-05-27
I'm The Problem,Morgan Wallen,117,0,117,2025-05-27
Show Me Love,WizTheMc & bees & honey,66,0,66,2025-05-27
Happy Virus,SEVENTEEN,2,0,2,2025-05-27
FICKA,Sarah Connor,45,0,45,2025-05-27
Wackelkontakt,Oimara,131,0,131,2025-05-27
Jungle,SEVENTEEN,2,0,2,2025-05-27
Carry You Home,Alex Warren,307,0,307,2025-05-27
Thunderstruck,Ac/Dc,730,0,730,2025-05-27
That’s So True,Gracie Abrams,216,0,216,2025-05-27
Bad Influence,SEVENTEEN & Pharrell Williams,2,0,2,2025-05-27
Espresso,Sabrina Carpenter,409,0,409,2025-05-27
YOUR WAY'S BETTER,Forrest Frank,48,0,48,2025-05-27
Fortunate Change,SEVENTEEN,2,0,2,2025-05-27
Si Antes Te Hubiera Conocido,KAROL G,341,0,341,2025-05-27
A Thousand Reasons,HAECHAN,2,0,2,2025-05-27
Freed from Desire,Gala,145,0,145,2025-05-27
Destiny,SEVENTEEN,2,0,2,2025-05-27
LATINA FOREVA,KAROL G,5,0,5,2025-05-27
Too Sweet,Hozier,430,0,430,2025-05-27
Baller,Abor & Tynna,28,0,28,2025-05-27
Born With a Broken Heart,Damiano David,214,0,214,2025-05-27
Gemini,SEVENTEEN,2,0,2,2025-05-27
IRENE & SEULGI - TILT,Red Velvet,2,0,2,2025-05-27
Wonderful Life '25,Hurts & Purple Disco Machine,4,0,4,2025-05-27
Raindrops,SEVENTEEN,2,0,2,2025-05-27
Blue Strips,Jessie Murph,39,0,39,2025-05-27
Zombie Lady,Damiano David,7,0,7,2025-05-27
Jumping Machine,LBI,71,0,71,2025-05-27
Forever Young,Alphaville,234,0,234,2025-05-27
A Thousand Years,Christina Perri,2408,0,2408,2025-05-27
Trigger,SEVENTEEN,2,0,2,2025-05-27
Don't Stop Believin',Journey,498,0,498,2025-05-27
Messy,ROSÉ,19,0,19,2025-05-27
Landslide,Fleetwood Mac,11,0,11,2025-05-27
Be Mine,KAMRAD,12,0,12,2025-05-27
Skyfall,SEVENTEEN,2,0,2,2025-05-27
Watch me,YOASOBI,10,0,10,2025-05-27
Step by Step,TOMORROW X TOGETHER,2,0,2,2025-05-27
WE PRAY,"Coldplay, Little Simz, Burna Boy, Elyanna & TINI",274,0,274,2025-05-27
luther,Kendrick Lamar & SZA,170,0,170,2025-05-27
Damage,SEVENTEEN,2,0,2,2025-05-27
Stay Country or Die Tryin’,Blake Shelton,4,0,4,2025-05-27
Just In Case,Morgan Wallen,68,0,68,2025-05-27
Als du gingst,Contec & Lina Maly,22,0,22,2025-05-27
Someone You Loved,Lewis Capaldi,1348,0,1348,2025-05-27
Kyoso Riot,Niji-datoka,1,0,1,2025-05-27
There She Goes,"CYRIL, MOONLGHT & The La's",12,0,12,2025-05-27
Pourquoi tu restes,Amel Bent,1,0,1,2025-05-27
Location,ZERB & Wiz Khalifa,93,0,93,2025-05-27
How Do I Say Goodbye,Dean Lewis,632,0,632,2025-05-27
El vino de tu boca,Alejandro Sanz,5,0,5,2025-05-27
Milagros,KAROL G,19,0,19,2025-05-27
Love Somebody,Morgan Wallen,222,0,222,2025-05-27
Still Into You,CYRIL & maryjo,181,0,181,2025-05-27
Burning Blue,Mariah the Scientist,1,0,1,2025-05-27
I Ain't Comin' Back,Morgan Wallen & Post Malone,40,0,40,2025-05-27
Maman,Louane,23,0,23,2025-05-27
Rocket,Robbie Williams,7,0,7,2025-05-27
I Had Some Help,Post Malone,382,0,382,2025-05-27
Unwritten,Natasha Bedingfield,288,0,288,2025-05-27
All The Way,BigXthaPlug & Bailey Zimmerman,54,0,54,2025-05-27
Don't Stop The Car,Nickless,19,0,19,2025-05-27
GRIT,BE:FIRST,2,0,2,2025-05-27
What I Want,Morgan Wallen & Tate McRae,11,0,11,2025-05-27
Amen,Shaboozey & Jelly Roll,33,0,33,2025-05-27
ჩუბინა,East Duo,103,0,103,2025-05-27
One Thing,Lola Young,11,0,11,2025-05-27
Forever Young,Rod Stewart,2,0,2,2025-05-27
Geboren Um Zu Leben,"Kontra K, Unheilig & NESS",5,0,5,2025-05-27
Hawaiian Roller Coaster Ride,Kamehameha Schools Children's Chorus & Mark Keali'i Ho'omalu,7,0,7,2025-05-27
Volevo essere un duro,Lucio Corsi,39,0,39,2025-05-27
Hard Fought Hallelujah,Brandon Lake & Jelly Roll,71,0,71,2025-05-27
blue,yung kai,169,0,169,2025-05-27
When The Day Comes,TOMORROW X TOGETHER,17,0,17,2025-05-27
I Am Not Okay,Jelly Roll,343,0,343,2025-05-27
Dreams,The Cranberries,53,0,53,2025-05-27
What We Got,King & Prince,5,0,5,2025-05-27
Gianna,Pietro Basile,62,0,62,2025-05-27
Unstoppable,Sia,1749,0,1749,2025-05-27
Sarà perché ti amo,Ricchi & Poveri,476,0,476,2025-05-27
Have You Ever Seen The Rain,"Outliers, John Fogerty & Creedence Clearwater Revival",72,0,72,2025-05-27
How Bad Do U Want Me,Lady Gaga,25,0,25,2025-05-27
Worst Way,Riley Green,76,0,76,2025-05-27
Blue Amber,back number,29,0,29,2025-05-27
Blink Twice,Shaboozey & Myles Smith,47,0,47,2025-05-27
Plazma,米津玄師,16,0,16,2025-05-27
KUSUSHIKI,Mrs. GREEN APPLE,51,0,51,2025-05-27
Priceless,Maroon 5 & LISA,26,0,26,2025-05-27
Up From the Bottom,LINKIN PARK,61,0,61,2025-05-27
Bad As I Used To Be,Chris Stapleton,5,0,5,2025-05-27
Muchu,BE:FIRST,27,0,27,2025-05-27
I Adore You,"HUGEL, Topic & Arash",302,0,302,2025-05-27
Bésame,Alejandro Sanz & Shakira,5,0,5,2025-05-27
Not Like Us,Kendrick Lamar,352,0,352,2025-05-27
LOVE LINE -Japanese version-,NiziU,3,0,3,2025-05-27
More to Lose,Miley Cyrus,14,0,14,2025-05-27
HALO,NOMELON NOLEMON,6,0,6,2025-05-27
Morgen,Apache 207,5,0,5,2025-05-27
I'm With You,Avril Lavigne,12,0,12,2025-05-27
Kaiju,sakanaction,73,0,73,2025-05-27
Shining Star,SEVENTEEN,2,0,2,2025-05-27
Vidrado Em Você,DJ Guuga & MC Livinho,40,0,40,2025-05-27
Perfect,Ed Sheeran,2887,0,2887,2025-05-27
Lilac,Mrs. Green Apple,392,0,392,2025-05-27
What An Awesome God,Phil Wickham,29,0,29,2025-05-27
Paradise,DJ Snake & Bipolar Sunshine,12,0,12,2025-05-27
