song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",4,0,4,2025-07-29
Ordinary,Alex Warren,173,0,173,2025-07-29
Dreamer,Ozzy Osbourne,10,0,10,2025-07-29
"Mama, I'm Coming Home",Ozzy Osbourne,17,0,17,2025-07-29
Sapphire,Ed Sheeran,54,0,54,2025-07-29
JUMP,BLACKPINK,19,0,19,2025-07-29
Paranoid,Black Sabbath,19,0,19,2025-07-29
Azizam,Ed Sheeran,117,0,117,2025-07-29
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",39,0,39,2025-07-29
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",5,0,5,2025-07-29
Messy,Lola Young,252,0,252,2025-07-29
DAISIES,Justin Bieber,19,0,19,2025-07-29
APT.,ROSÉ & Bruno Mars,285,0,285,2025-07-29
Die With A Smile,Lady Gaga & Bruno Mars,348,0,348,2025-07-29
Crazy Train,Ozzy Osbourne,12,0,12,2025-07-29
No More Tears,Ozzy Osbourne,12,0,12,2025-07-29
BIRDS OF A FEATHER,Billie Eilish,439,0,439,2025-07-29
Beautiful Things,Benson Boone,558,0,558,2025-07-29
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",39,0,39,2025-07-29
Changes,"YUNGBLUD, Nuno Bettencourt & Frank Bello",11,0,11,2025-07-29
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",38,0,38,2025-07-29
Survive,Lewis Capaldi,33,0,33,2025-07-29
New Day,Sebastian Ingrosso,3,0,3,2025-07-29
Lose Control,Teddy Swims,751,0,751,2025-07-29
Pink Pony Club,Chappell Roan,373,0,373,2025-07-29
Changes,Black Sabbath,11,0,11,2025-07-29
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",5,0,5,2025-07-29
Zombie,YUNGBLUD,58,0,58,2025-07-29
Show Me Love,WizTheMc & bees & honey,129,0,129,2025-07-29
Mystical Magical,Benson Boone,96,0,96,2025-07-29
Bad Dreams,Teddy Swims,320,0,320,2025-07-29
End of the World,Miley Cyrus,117,0,117,2025-07-29
Hydra,Orbit Culture,1,0,1,2025-07-29
The Sound of Silence,Disturbed,1799,0,1799,2025-07-29
Ring Ring Ring,"Tyler, The Creator",8,0,8,2025-07-29
Blessings,Calvin Harris & Clementine Douglas,82,0,82,2025-07-29
Manchild,Sabrina Carpenter,54,0,54,2025-07-29
Abracadabra,Lady Gaga,177,0,177,2025-07-29
Back in the Saddle,Luke Combs,5,0,5,2025-07-29
War Pigs,Black Sabbath,10,0,10,2025-07-29
A Bar Song,Shaboozey,474,0,474,2025-07-29
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",4,0,4,2025-07-29
The Power Of Love,Blasterjaxx,32,0,32,2025-07-29
Anxiety,Doechii,147,0,147,2025-07-29
No Broke Boys,Disco Lines & Tinashe,39,0,39,2025-07-29
Espresso Macchiato,Tommy Cash,88,0,88,2025-07-29
Dame Un Grrr,Fantomel & KATE LINN,39,0,39,2025-07-29
Eternity,Alex Warren,12,0,12,2025-07-29
Iron Man,Black Sabbath,11,0,11,2025-07-29
Viva la Vida,Coldplay,1805,0,1805,2025-07-29
The Door,Teddy Swims,557,0,557,2025-07-29
Beautiful People,David Guetta & Sia,145,0,145,2025-07-29
NOKIA,Drake,165,0,165,2025-07-29
Always Remember Us This Way,Lady Gaga,2147,0,2147,2025-07-29
Stargazing,Myles Smith,446,0,446,2025-07-29
Thunderstruck,Ac/Dc,793,0,793,2025-07-29
Sarà perché ti amo,Ricchi & Poveri,527,0,527,2025-07-29
Be Mine,KAMRAD,75,0,75,2025-07-29
I Was Made For Lovin’ You,YUNGBLUD,35,0,35,2025-07-29
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",102,0,102,2025-07-29
Changes,Kelly Osbourne & Ozzy Osbourne,7,0,7,2025-07-29
Punkrocker,Teddybears,18,0,18,2025-07-29
Which One,Drake & Central Cee,5,0,5,2025-07-29
Dior,MK,44,0,44,2025-07-29
It Depends,Chris Brown,5,0,5,2025-07-29
Just Keep Watching,Tate McRae,61,0,61,2025-07-29
New Heart,Crash Adams,11,0,11,2025-07-29
Someone You Loved,Lewis Capaldi,1391,0,1391,2025-07-29
Fire Starter,Sons of Legion,19,0,19,2025-07-29
Sugar Sweet,Mariah Carey & Shenseea,2,0,2,2025-07-29
Soleil Bleu,Bleu Soleil & LUIZA,25,0,25,2025-07-29
Lose My Mind,Don Toliver,35,0,35,2025-07-29
Perfect,Ed Sheeran,2928,0,2928,2025-07-29
Shine On Me,ENHYPEN,6,0,6,2025-07-29
undressed,sombr,78,0,78,2025-07-29
Shine in the Cruel Night,LiSA,11,0,11,2025-07-29
Chubina,East Duo,39,0,39,2025-07-29
F1,Hans Zimmer,31,0,31,2025-07-29
Cloud And Fire,Josiah Queen,1,0,1,2025-07-29
Saiyaara,"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami & Irshad Kamil",9,0,9,2025-07-29
Sweet Caroline,Neil Diamond,160,0,160,2025-07-29
Bloodline,Alex Warren & Jelly Roll,49,0,49,2025-07-29
Si Antes Te Hubiera Conocido,KAROL G,404,0,404,2025-07-29
Old Phone,Ed Sheeran,89,0,89,2025-07-29
Remember My Name,Sons of Legion,39,0,39,2025-07-29
Wackelkontakt,Oimara,194,0,194,2025-07-29
Gianna,Pietro Basile,98,0,98,2025-07-29
Dancing With The Europeans,Suede,1,0,1,2025-07-29
Hausparty,RIAN,24,0,24,2025-07-29
Good News,Shaboozey,257,0,257,2025-07-29
Sorry I'm Here For Someone Else,Benson Boone,152,0,152,2025-07-29
Mr. Crowley,Ozzy Osbourne,10,0,10,2025-07-29
Close My Eyes Forever,Lita Ford & Ozzy Osbourne,7,0,7,2025-07-29
God Is a Weapon,Falling In Reverse,28,0,28,2025-07-29
Love Me Not,Ravyn Lenae,63,0,63,2025-07-29
Next Summer,Damiano David,146,0,146,2025-07-29
The Glen,Levi Heron,81,0,81,2025-07-29
I Adore You,"HUGEL, Topic & Arash",356,0,356,2025-07-29
A World Where the Sun Never Rises,Aimer,7,0,7,2025-07-29
Ninety - Two,Paul Kalkbrenner,5,0,5,2025-07-29
Together,"David Guetta, Hypaton & Bonnie Tyler",24,0,24,2025-07-29
Nice To Meet You,Myles Smith,264,0,264,2025-07-29
Vaitimbora,Trinix & Mariana Froes,37,0,37,2025-07-29
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",1,0,1,2025-07-29
ความรู้สึกเราไม่เท่ากัน,marr music team & Faye Peraya,1,0,1,2025-07-29
See You On the Other Side,Ozzy Osbourne,7,0,7,2025-07-29
Take What You Want,Post Malone,140,0,140,2025-07-29
A Sky Full of Stars,Coldplay,2563,0,2563,2025-07-29
Better Me For You,Max McNown,126,0,126,2025-07-29
What I Want,Morgan Wallen & Tate McRae,73,0,73,2025-07-29
Song That I Sing,Billy Reekie,7,0,7,2025-07-29
Her Nerdeysen,Xaviorthemachine,42,0,42,2025-07-29
Schadenfreude,Baxter Dury,1,0,1,2025-07-29
Carrying Happiness,Mrs. GREEN APPLE,25,0,25,2025-07-29
Iris,The Goo Goo Dolls,244,0,244,2025-07-29
Make Me Feel,oskar med k,11,0,11,2025-07-29
Blue Jeans,HANA,17,0,17,2025-07-29
Zusammen,SDP,5,0,5,2025-07-29
革命道中 - On The Way,アイナ・ジ・エンド,4,0,4,2025-07-29
Never Tear Us Apart,INXS,17,0,17,2025-07-29
Wonderwall,Oasis,54,0,54,2025-07-29
To be,ØMI,2,0,2,2025-07-29
Pretty Little Baby,Connie Francis,78,0,78,2025-07-29
Saiyaara Reprise - Female,"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal & Irshad Kamil",5,0,5,2025-07-29
Eye of the Tiger,Survivor,174,0,174,2025-07-29
Jumping Machine,LBI,129,0,129,2025-07-29
I Am Not Okay,Jelly Roll,385,0,385,2025-07-29
Lady Killers II,G-Eazy,24,0,24,2025-07-29
Believer,Imagine Dragons,2366,0,2366,2025-07-29
Lilac,Mrs. Green Apple,447,0,447,2025-07-29
The First Time,Damiano David,21,0,21,2025-07-29
Africa,Toto,28,0,28,2025-07-29
