song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,149,0,149,2025-07-05
APT.,ROSÉ & Bruno Mars,261,0,261,2025-07-05
Sapphire,Ed Sheeran,30,0,30,2025-07-05
Die With A Smile,Lady Gaga & Bruno Mars,324,0,324,2025-07-05
Messy,Lola Young,228,0,228,2025-07-05
Azizam,Ed Sheeran,93,0,93,2025-07-05
Golden,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",15,0,15,2025-07-05
Survive,Lewis Capaldi,9,0,9,2025-07-05
Wonderwall,Oasis,35,0,35,2025-07-05
Don't Look Back In Anger,Oasis,29,0,29,2025-07-05
Beautiful Things,Benson Boone,534,0,534,2025-07-05
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",15,0,15,2025-07-05
End of the World,Miley Cyrus,93,0,93,2025-07-05
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",78,0,78,2025-07-05
Anxiety,Doechii,123,0,123,2025-07-05
Pink Pony Club,Chappell Roan,349,0,349,2025-07-05
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",14,0,14,2025-07-05
What It Sounds Like,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",15,0,15,2025-07-05
What Did I Miss,Drake,1,0,1,2025-07-05
The Sound of Silence,Disturbed,1775,0,1775,2025-07-05
BIRDS OF A FEATHER,Billie Eilish,415,0,415,2025-07-05
A Bar Song,Shaboozey,450,0,450,2025-07-05
F1,Hans Zimmer,7,0,7,2025-07-05
Mystical Magical,Benson Boone,72,0,72,2025-07-05
Bad Dreams,Teddy Swims,296,0,296,2025-07-05
Abracadabra,Lady Gaga,153,0,153,2025-07-05
Blessings,Calvin Harris & Clementine Douglas,58,0,58,2025-07-05
Manchild,Sabrina Carpenter,30,0,30,2025-07-05
Espresso Macchiato,Tommy Cash,64,0,64,2025-07-05
Lose My Mind,Don Toliver,11,0,11,2025-07-05
Together,"David Guetta, Hypaton & Bonnie Tyler",2,0,2,2025-07-05
Someone You Loved,Lewis Capaldi,1367,0,1367,2025-07-05
How It’s Done,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",15,0,15,2025-07-05
Lose Control,Teddy Swims,727,0,727,2025-07-05
The Chain,Fleetwood Mac,37,0,37,2025-07-05
The Glen,Levi Heron,57,0,57,2025-07-05
Dame Un Grrr,Fantomel & KATE LINN,15,0,15,2025-07-05
NOKIA,Drake,141,0,141,2025-07-05
Jump Rope Song,Jung Jae Il,7,0,7,2025-07-05
Today's Song,Foo Fighters,3,0,3,2025-07-05
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",15,0,15,2025-07-05
Beautiful People,David Guetta & Sia,121,0,121,2025-07-05
Thunderstruck,Ac/Dc,769,0,769,2025-07-05
Champagne Supernova,Oasis,12,0,12,2025-07-05
Old Phone,Ed Sheeran,65,0,65,2025-07-05
Bloodline,Alex Warren & Jelly Roll,25,0,25,2025-07-05
Drive,Ed Sheeran,16,0,16,2025-07-05
I Am Not Okay,Jelly Roll,366,0,366,2025-07-05
JUPITER,RAF Camora & Apache 207,2,0,2,2025-07-05
Animals,JID & Eminem,2,0,2,2025-07-05
Always Remember Us This Way,Lady Gaga,2123,0,2123,2025-07-05
The Power Of Love,Blasterjaxx,30,0,30,2025-07-05
Acquiesce,Oasis,3,0,3,2025-07-05
Remember My Name,Sons of Legion,17,0,17,2025-07-05
Be Mine,KAMRAD,51,0,51,2025-07-05
Shine On Me,ENHYPEN,2,0,2,2025-07-05
Just Keep Watching,Tate McRae,37,0,37,2025-07-05
HOT SAUCE,BABYMONSTER,5,0,5,2025-07-05
The Door,Teddy Swims,533,0,533,2025-07-05
No Broke Boys,Disco Lines & Tinashe,15,0,15,2025-07-05
革命道中 - On The Way,アイナ・ジ・エンド,1,0,1,2025-07-05
Si Antes Te Hubiera Conocido,KAROL G,380,0,380,2025-07-05
Don't Stop Believin',Journey,535,0,535,2025-07-05
How Do I Say Goodbye,Dean Lewis,664,0,664,2025-07-05
Messy,ROSÉ,43,0,43,2025-07-05
Sorry I'm Here For Someone Else,Benson Boone,128,0,128,2025-07-05
Live Forever,Oasis,8,0,8,2025-07-05
Takedown,"HUNTRX, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",14,0,14,2025-07-05
Dirty Work,aespa,9,0,9,2025-07-05
What I Want,Morgan Wallen & Tate McRae,49,0,49,2025-07-05
I Adore You,"HUGEL, Topic & Arash",333,0,333,2025-07-05
Moonlight,XXXTENTACION,99,0,99,2025-07-05
Good News,Shaboozey,233,0,233,2025-07-05
Killin' It Girl,j-hope & GloRilla,23,0,23,2025-07-05
On My Mind,Alex Warren & ROSÉ,9,0,9,2025-07-05
Stargazing,Myles Smith,422,0,422,2025-07-05
Unstoppable,Sia,1777,0,1777,2025-07-05
Next Summer,Damiano David,125,0,125,2025-07-05
Show Me Love,WizTheMc & bees & honey,105,0,105,2025-07-05
tau mich auf,Zartmann,113,0,113,2025-07-05
Iris,The Goo Goo Dolls,231,0,231,2025-07-05
The Emptiness Machine,LINKIN PARK,296,0,296,2025-07-05
Dreams,Fleetwood Mac,280,0,280,2025-07-05
Her Nerdeysen,Ati242,68,0,68,2025-07-05
Streets of London,Zach Bryan,4,0,4,2025-07-05
Jumping Machine,LBI,108,0,108,2025-07-05
Amen,Shaboozey & Jelly Roll,62,0,62,2025-07-05
Zombie,YUNGBLUD,34,0,34,2025-07-05
a me mi piace,Alfa & Manu Chao,23,0,23,2025-07-05
Nice To Meet You,Myles Smith,240,0,240,2025-07-05
Victory Lap,"Fred again.., Skepta & PlaqueBoyMax",18,0,18,2025-07-05
Is This What You've Been Waiting For,Amy Macdonald,13,0,13,2025-07-05
Papasito,KAROL G,16,0,16,2025-07-05
There She Goes,"CYRIL, MOONLGHT & The La's",50,0,50,2025-07-05
Flowers,Miley Cyrus,886,0,886,2025-07-05
Carry You Home,Alex Warren,345,0,345,2025-07-05
CIEL,GIMS,100,0,100,2025-07-05
Stop Crying Your Heart Out,Oasis,10,0,10,2025-07-05
Geboren um zu leben,Kontra K & NESS,30,0,30,2025-07-05
God Bless The U.S.A.,Lee Greenwood,27,0,27,2025-07-05
A Thousand Years,Christina Perri,2446,0,2446,2025-07-05
"Courtesy of the Red, White and Blue",Toby Keith,25,0,25,2025-07-05
Carrying Happiness,Mrs. GREEN APPLE,5,0,5,2025-07-05
undressed,sombr,54,0,54,2025-07-05
Little By Little,Oasis,1,0,1,2025-07-05
Up From the Bottom,LINKIN PARK,88,0,88,2025-07-05
DRAGO AUGUSTINO,Tream,8,0,8,2025-07-05
KUSUSHIKI,Mrs. GREEN APPLE,86,0,86,2025-07-05
Viva la Vida,Coldplay,1783,0,1783,2025-07-05
Born In the U.S.A.,Bruce Springsteen,12,0,12,2025-07-05
Get It Done,Guy Sebastian,2,0,2,2025-07-05
Wackelkontakt,Oimara,170,0,170,2025-07-05
Rock That Body,The Black Eyed Peas,7,0,7,2025-07-05
Mirage,Creepy Nuts,2,0,2,2025-07-05
