song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,111,0,111,2025-05-28
Die With A Smile,Lady Gaga & Bruno Mars,286,0,286,2025-05-28
APT.,ROSÉ & Bruno Mars,223,0,223,2025-05-28
Messy,Lola Young,190,0,190,2025-05-28
Anxiety,Doechii,85,0,85,2025-05-28
Azizam,Ed Sheeran,55,0,55,2025-05-28
Abracadabra,Lady Gaga,115,0,115,2025-05-28
THUNDER,SEVENTEEN,3,0,3,2025-05-28
BIRDS OF A FEATHER,Billie Eilish,377,0,377,2025-05-28
Beautiful Things,Benson Boone,496,0,496,2025-05-28
End of the World,Miley Cyrus,55,0,55,2025-05-28
Bad Dreams,Teddy Swims,258,0,258,2025-05-28
Espresso Macchiato,Tommy Cash,26,0,26,2025-05-28
Pretty Little Baby,Connie Francis,19,0,19,2025-05-28
A Bar Song,Shaboozey,412,0,412,2025-05-28
Pink Pony Club,Chappell Roan,311,0,311,2025-05-28
The Sound of Silence,Disturbed,1737,0,1737,2025-05-28
Lose Control,Teddy Swims,689,0,689,2025-05-28
NOKIA,Drake,103,0,103,2025-05-28
cliché,mgk,6,0,6,2025-05-28
Bloodline,Alex Warren,6,0,6,2025-05-28
The Door,Teddy Swims,495,0,495,2025-05-28
The Glen,Levi Heron,19,0,19,2025-05-28
Always Remember Us This Way,Lady Gaga,2085,0,2085,2025-05-28
Blessings,Calvin Harris & Clementine Douglas,20,0,20,2025-05-28
Mystical Magical,Benson Boone,34,0,34,2025-05-28
Old Phone,Ed Sheeran,27,0,27,2025-05-28
Starburster,Fontaines D.C.,57,0,57,2025-05-28
Sorry I'm Here For Someone Else,Benson Boone,90,0,90,2025-05-28
Beautiful People,David Guetta & Sia,83,0,83,2025-05-28
Momma Song,Benson Boone,6,0,6,2025-05-28
Bara Bada Bastu,KAJ,30,0,30,2025-05-28
Her Nerdeysen,DJ Unzensiert,22,0,22,2025-05-28
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",40,0,40,2025-05-28
That’s So True,Gracie Abrams,217,0,217,2025-05-28
Nice To Meet You,Myles Smith,202,0,202,2025-05-28
CPR,Wet Leg,1,0,1,2025-05-28
Don’t Say You Love Me,Jin,13,0,13,2025-05-28
CHAMPION,SUNG HAN BIN,2,0,2,2025-05-28
Stargazing,Myles Smith,384,0,384,2025-05-28
Poet Ⅰ Artist,SHINee,2,0,2,2025-05-28
Carry You Home,Alex Warren,308,0,308,2025-05-28
Landslide,Fleetwood Mac,12,0,12,2025-05-28
Good News,Shaboozey,195,0,195,2025-05-28
Somewhere Over Laredo,Lainey Wilson,6,0,6,2025-05-28
FICKA,Sarah Connor,46,0,46,2025-05-28
HBD,SEVENTEEN,3,0,3,2025-05-28
Thunderstruck,Ac/Dc,731,0,731,2025-05-28
Wasted Love,JJ,16,0,16,2025-05-28
Liar,Jelly Roll,251,0,251,2025-05-28
WHY,Jon Bellion & Luke Combs,6,0,6,2025-05-28
Hawaiian Roller Coaster Ride,"Iam Tongi, Kamehameha Schools Children's Chorus & Disney",7,0,7,2025-05-28
YOUR WAY'S BETTER,Forrest Frank,49,0,49,2025-05-28
What I Want,Morgan Wallen & Tate McRae,12,0,12,2025-05-28
I'm The Problem,Morgan Wallen,118,0,118,2025-05-28
99.9%,SEVENTEEN,3,0,3,2025-05-28
blue,yung kai,170,0,170,2025-05-28
WE PRAY,"Coldplay, Little Simz, Burna Boy, Elyanna & TINI",275,0,275,2025-05-28
God Is a Weapon,Falling In Reverse,8,0,8,2025-05-28
Next Summer,Damiano David,90,0,90,2025-05-28
encore,Hey! Say! JUMP,1,0,1,2025-05-28
Her Nerdeysen,Ati242,30,0,30,2025-05-28
Show Me Love,WizTheMc & bees & honey,67,0,67,2025-05-28
Si Antes Te Hubiera Conocido,KAROL G,342,0,342,2025-05-28
Coincidence,SEVENTEEN,3,0,3,2025-05-28
Die For You,Calum Scott,6,0,6,2025-05-28
Stumblin' In,Cyril,556,0,556,2025-05-28
Wonderful Life '25,Hurts & Purple Disco Machine,5,0,5,2025-05-28
Happy Virus,SEVENTEEN,3,0,3,2025-05-28
luther,Kendrick Lamar & SZA,171,0,171,2025-05-28
Zombie Lady,Damiano David,8,0,8,2025-05-28
LATINA FOREVA,KAROL G,6,0,6,2025-05-28
Jumping Machine,LBI,72,0,72,2025-05-28
Deadman,KUN,1,0,1,2025-05-28
Born With a Broken Heart,Damiano David,215,0,215,2025-05-28
Jungle,SEVENTEEN,3,0,3,2025-05-28
Amen,Shaboozey & Jelly Roll,34,0,34,2025-05-28
Viva la Vida,Coldplay,1752,0,1752,2025-05-28
Geboren Um Zu Leben,"Kontra K, Unheilig & NESS",6,0,6,2025-05-28
One Thing,Lola Young,12,0,12,2025-05-28
Destiny,SEVENTEEN,3,0,3,2025-05-28
Wackelkontakt,Oimara,132,0,132,2025-05-28
A Thousand Reasons,HAECHAN,3,0,3,2025-05-28
Jim Jones,Chevelle,1,0,1,2025-05-28
Hawaiian Roller Coaster Ride,Kamehameha Schools Children's Chorus & Mark Keali'i Ho'omalu,8,0,8,2025-05-28
Fortunate Change,SEVENTEEN,3,0,3,2025-05-28
I Had Some Help,Post Malone,383,0,383,2025-05-28
All The Way,BigXthaPlug & Bailey Zimmerman,55,0,55,2025-05-28
The First Time,Damiano David,1,0,1,2025-05-28
Still Into You,CYRIL & maryjo,182,0,182,2025-05-28
Just In Case,Morgan Wallen,69,0,69,2025-05-28
There She Goes,"CYRIL, MOONLGHT & The La's",13,0,13,2025-05-28
Watch me,YOASOBI,11,0,11,2025-05-28
Baller,Abor & Tynna,29,0,29,2025-05-28
Freed from Desire,Gala,146,0,146,2025-05-28
Volevo essere un duro,Lucio Corsi,40,0,40,2025-05-28
A Thousand Years,Christina Perri,2409,0,2409,2025-05-28
Location,ZERB & Wiz Khalifa,94,0,94,2025-05-28
Kyoso Riot,Niji-datoka,2,0,2,2025-05-28
SUPER CRUISIN',Hey! Say! JUMP,4,0,4,2025-05-28
Hard Fought Hallelujah,Brandon Lake & Jelly Roll,72,0,72,2025-05-28
Espresso,Sabrina Carpenter,410,0,410,2025-05-28
Warum hat mir keiner gesagt,Sarah Connor,3,0,3,2025-05-28
絵画,大森元貴,1,0,1,2025-05-28
Pourquoi tu restes,Amel Bent,2,0,2,2025-05-28
GRIT,BE:FIRST,3,0,3,2025-05-28
Lichtje Branden,Suzan & Freek,1,0,1,2025-05-28
Plazma,米津玄師,17,0,17,2025-05-28
I Ain't Comin' Back,Morgan Wallen & Post Malone,41,0,41,2025-05-28
Unwritten,Natasha Bedingfield,289,0,289,2025-05-28
Als Het Avond Is,Suzan & Freek,129,0,129,2025-05-28
El vino de tu boca,Alejandro Sanz,6,0,6,2025-05-28
Blue Strips,Jessie Murph,40,0,40,2025-05-28
Messy,ROSÉ,20,0,20,2025-05-28
Iris,The Goo Goo Dolls,210,0,210,2025-05-28
Be Mine,KAMRAD,13,0,13,2025-05-28
Somebody That I Used to Know,Gotye,1660,0,1660,2025-05-28
The Emptiness Machine,LINKIN PARK,261,0,261,2025-05-28
Milagros,KAROL G,20,0,20,2025-05-28
Forever Young,Rod Stewart,3,0,3,2025-05-28
Maman,Louane,24,0,24,2025-05-28
More to Lose,Miley Cyrus,15,0,15,2025-05-28
"Rock and Roll, Hoochie Koo",Rick Derringer,1,0,1,2025-05-28
Blink Twice,Shaboozey & Myles Smith,48,0,48,2025-05-28
Worst Way,Riley Green,77,0,77,2025-05-28
Stay Country or Die Tryin’,Blake Shelton,5,0,5,2025-05-28
Shake It Off,SEVENTEEN,3,0,3,2025-05-28
Loop ~One of the BE:ST-03 RYUHEI~,RYUHEI (BE:FIRST),1,0,1,2025-05-28
Lose Yourself,Eminem,456,0,456,2025-05-28
Skyfall,SEVENTEEN,3,0,3,2025-05-28
undressed,sombr,16,0,16,2025-05-28
What We Got,King & Prince,6,0,6,2025-05-28
Raindrops,SEVENTEEN,3,0,3,2025-05-28
I Am Not Okay,Jelly Roll,344,0,344,2025-05-28
Brooklyn,Glockenbach,193,0,193,2025-05-28
I'm With You,Avril Lavigne,13,0,13,2025-05-28
Don't Stop Believin',Journey,499,0,499,2025-05-28
Ken Je Dat Gevoel,Suzan & Freek,6,0,6,2025-05-28
Batterij,Suzan & Freek,2,0,2,2025-05-28
Muchu,BE:FIRST,28,0,28,2025-05-28
Bésame,Alejandro Sanz & Shakira,6,0,6,2025-05-28
Gianna,Pietro Basile,63,0,63,2025-05-28
Goud,Suzan & Freek,33,0,33,2025-05-28
MAD,Martin Garrix & Lauv,1,0,1,2025-05-28
Blauwe Dag,Suzan & Freek,62,0,62,2025-05-28
Austin,Dasha,421,0,421,2025-05-28
ჩუბინა,East Duo,104,0,104,2025-05-28
もうどうなってもいいや,星街すいせい,2,0,2,2025-05-28
Pleasure,JOLIN,1,0,1,2025-05-28
Event Horizon,Momoiro Clover Z,1,0,1,2025-05-28
Paradise,DJ Snake & Bipolar Sunshine,13,0,13,2025-05-28
KUSUSHIKI,Mrs. GREEN APPLE,52,0,52,2025-05-28
Sports car,Tate McRae,115,0,115,2025-05-28
Step by Step,TOMORROW X TOGETHER,3,0,3,2025-05-28
Not Like Us,Kendrick Lamar,353,0,353,2025-05-28
Burning Blue,Mariah the Scientist,2,0,2,2025-05-28
Als du gingst,Contec & Lina Maly,23,0,23,2025-05-28
Blue Amber,back number,30,0,30,2025-05-28
Gemini,SEVENTEEN,3,0,3,2025-05-28
Weg Van Jou,Suzan & Freek,17,0,17,2025-05-28
End of Beginning,Djo,168,0,168,2025-05-28
Have You Ever Seen The Rain,"Outliers, John Fogerty & Creedence Clearwater Revival",73,0,73,2025-05-28
supernatural,Ariana Grande,40,0,40,2025-05-28
You'll Be in My Heart,NIKI,35,0,35,2025-05-28
Backup Plan,Bailey Zimmerman & Luke Combs,26,0,26,2025-05-28
La Plena,"W Sound, Beéle & Ovy On the Drums",31,0,31,2025-05-28
Too Sweet,Hozier,431,0,431,2025-05-28
Vidrado Em Você,DJ Guuga & MC Livinho,41,0,41,2025-05-28
Never Ending Story,IU,2,0,2,2025-05-28
Trigger,SEVENTEEN,3,0,3,2025-05-28
Perfect,Ed Sheeran,2888,0,2888,2025-05-28
Somedays,"Sonny Fodera, Jazzy & D.O.D",221,0,221,2025-05-28
Fender Freestyle,Michael Patrick Kelly,1,0,1,2025-05-28
Kaiju,sakanaction,74,0,74,2025-05-28
like JENNIE,JENNIE,83,0,83,2025-05-28
Someone Else,ClockClock,79,0,79,2025-05-28
Kotaeawase,Motoki Ohmori,1,0,1,2025-05-28
What An Awesome God,Phil Wickham,30,0,30,2025-05-28
Over,ClockClock,14,0,14,2025-05-28
Erika,Kayhin,46,0,46,2025-05-28
Sorry,ClockClock,108,0,108,2025-05-28
Lilac,Mrs. Green Apple,393,0,393,2025-05-28
Someone You Loved,Lewis Capaldi,1349,0,1349,2025-05-28
IRENE & SEULGI - TILT,Red Velvet,3,0,3,2025-05-28
Priceless,Maroon 5 & LISA,27,0,27,2025-05-28
How Bad Do U Want Me,Lady Gaga,26,0,26,2025-05-28
ZAAZAA,Frenna,6,0,6,2025-05-28
"Sunny day, Perfect day",C.FIRST,1,0,1,2025-05-28
Love Somebody,Morgan Wallen,223,0,223,2025-05-28
When The Day Comes,TOMORROW X TOGETHER,18,0,18,2025-05-28
Enter Sandman,Metallica,95,0,95,2025-05-28
Alles Wordt Beter,Emma Heesters,9,0,9,2025-05-28
Up From the Bottom,LINKIN PARK,62,0,62,2025-05-28
We'll find a way,C.FIRST,1,0,1,2025-05-28
How Do I Say Goodbye,Dean Lewis,633,0,633,2025-05-28
Morgen,Apache 207,6,0,6,2025-05-28
ROSE,HANA,49,0,49,2025-05-28
Forever Young,"David Guetta, Alphaville & Ava Max",198,0,198,2025-05-28
Rabbit Hole,Chevelle,1,0,1,2025-05-28
Demons,Imagine Dragons,746,0,746,2025-05-28
