song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",14,0,14,2025-08-11
Ordinary,Alex Warren,186,0,186,2025-08-11
A Little More,Ed Sheeran,4,0,4,2025-08-11
Sapphire,Ed Sheeran,67,0,67,2025-08-11
Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",52,0,52,2025-08-11
Azizam,Ed Sheeran,130,0,130,2025-08-11
JUMP,BLACKPINK,32,0,32,2025-08-11
Die With A Smile,Lady Gaga & Bruno Mars,361,0,361,2025-08-11
What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",18,0,18,2025-08-11
DAISIES,Justin Bieber,32,0,32,2025-08-11
APT.,ROSÉ & Bruno Mars,298,0,298,2025-08-11
Messy,Lola Young,265,0,265,2025-08-11
Your New Morning Alarm,Marc Rebillet,77,0,77,2025-08-11
The Subway,Chappell Roan,11,0,11,2025-08-11
Specter,Bad Omens,3,0,3,2025-08-11
Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",51,0,51,2025-08-11
Beautiful Things,Benson Boone,571,0,571,2025-08-11
How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",18,0,18,2025-08-11
Pink Pony Club,Chappell Roan,386,0,386,2025-08-11
No Broke Boys,Disco Lines & Tinashe,52,0,52,2025-08-11
Lose Control,Teddy Swims,764,0,764,2025-08-11
Takedown,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",17,0,17,2025-08-11
Manchild,Sabrina Carpenter,67,0,67,2025-08-11
Survive,Lewis Capaldi,46,0,46,2025-08-11
Free,"Rumi, JINU, EJAE, Andrew Choi & KPop Demon Hunters Cast",52,0,52,2025-08-11
Mystical Magical,Benson Boone,109,0,109,2025-08-11
Better Me For You,Max McNown,139,0,139,2025-08-11
BIRDS OF A FEATHER,Billie Eilish,452,0,452,2025-08-11
Thunderstruck,Ac/Dc,806,0,806,2025-08-11
Bad Dreams,Teddy Swims,333,0,333,2025-08-11
Blessings,Calvin Harris & Clementine Douglas,95,0,95,2025-08-11
A Bar Song,Shaboozey,487,0,487,2025-08-11
Beautiful People,David Guetta & Sia,158,0,158,2025-08-11
End of the World,Miley Cyrus,130,0,130,2025-08-11
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",115,0,115,2025-08-11
"Mama, I'm Coming Home",Ozzy Osbourne,30,0,30,2025-08-11
Espresso Macchiato,Tommy Cash,101,0,101,2025-08-11
Abracadabra,Lady Gaga,190,0,190,2025-08-11
The Door,Teddy Swims,570,0,570,2025-08-11
The Glen,Levi Heron,94,0,94,2025-08-11
Paranoid,Black Sabbath,32,0,32,2025-08-11
Dreamer,Ozzy Osbourne,23,0,23,2025-08-11
The Sound of Silence,Disturbed,1812,0,1812,2025-08-11
Old Phone,Ed Sheeran,102,0,102,2025-08-11
Show Me Love,WizTheMc & bees & honey,142,0,142,2025-08-11
Hunting Soul,Toshiro (CV.Kisho Taniyama),3,0,3,2025-08-11
undressed,sombr,91,0,91,2025-08-11
Be Mine,KAMRAD,88,0,88,2025-08-11
Always Remember Us This Way,Lady Gaga,2160,0,2160,2025-08-11
U.M.A.,Number_i,1,0,1,2025-08-11
Stargazing,Myles Smith,459,0,459,2025-08-11
Dame Un Grrr,Fantomel & KATE LINN,52,0,52,2025-08-11
YUKON,Justin Bieber,10,0,10,2025-08-11
Crazy Train,Ozzy Osbourne,25,0,25,2025-08-11
Just Keep Watching,Tate McRae,74,0,74,2025-08-11
Holy Water,Marshmello & Jelly Roll,3,0,3,2025-08-11
Lose My Mind,Don Toliver,48,0,48,2025-08-11
Sorry I'm Here For Someone Else,Benson Boone,165,0,165,2025-08-11
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast & David Guetta",13,0,13,2025-08-11
Unstoppable,Sia,1810,0,1810,2025-08-11
I Adore You,"HUGEL, Topic & Arash",369,0,369,2025-08-11
YOUR WAY'S BETTER,Forrest Frank,102,0,102,2025-08-11
Good News,Shaboozey,270,0,270,2025-08-11
Yellow,Coldplay,293,0,293,2025-08-11
Coming Around Again,Alanis Morissette & Carly Simon,3,0,3,2025-08-11
Men In This Town,Shakira,2,0,2,2025-08-11
Anxiety,Doechii,160,0,160,2025-08-11
TAKEDOWN,TWICE,46,0,46,2025-08-11
Same Questions,Max McNown,46,0,46,2025-08-11
Ordinary,Alex Warren & Luke Combs,4,0,4,2025-08-11
Carmine,Ellegarden,1,0,1,2025-08-11
Si Antes Te Hubiera Conocido,KAROL G,416,0,416,2025-08-11
Good Days,SZA,97,0,97,2025-08-11
Eternity,Alex Warren,25,0,25,2025-08-11
Hausparty,RIAN,37,0,37,2025-08-11
Luv U More,"Scooter, Paul Elstak & Joost",4,0,4,2025-08-11
A Thousand Years,Christina Perri,2479,0,2479,2025-08-11
Backup Plan,Bailey Zimmerman & Luke Combs,77,0,77,2025-08-11
NOKIA,Drake,178,0,178,2025-08-11
A CHA CHA CHA,Kis-My-Ft2,1,0,1,2025-08-11
Glide,NEIKED & Portugal. The Man,32,0,32,2025-08-11
Ring Ring Ring,"Tyler, The Creator",21,0,21,2025-08-11
Soleil Bleu,Bleu Soleil & LUIZA,38,0,38,2025-08-11
Don't Stop Believin',Journey,565,0,565,2025-08-11
OCEAN,RAF Camora & Ufo361,4,0,4,2025-08-11
Gianna,Pietro Basile,111,0,111,2025-08-11
It Depends,Chris Brown,18,0,18,2025-08-11
Shine in the Cruel Night,LiSA,24,0,24,2025-08-11
"Good Luck, Babe",Chappell Roan,402,0,402,2025-08-11
Bloodline,Alex Warren & Jelly Roll,62,0,62,2025-08-11
Jumping Machine,LBI,141,0,141,2025-08-11
Everything’s On Fire But I’m Fine,As December Falls,1,0,1,2025-08-11
Dior,MK,57,0,57,2025-08-11
What I Want,Morgan Wallen & Tate McRae,86,0,86,2025-08-11
