song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Ordinary,Alex Warren,119,0,119,2025-06-05
Die With A Smile,Lady Gaga & Bruno Mars,294,0,294,2025-06-05
APT.,ROSÉ & Bruno Mars,231,0,231,2025-06-05
Azizam,Ed Sheeran,63,0,63,2025-06-05
Messy,Lola Young,198,0,198,2025-06-05
Abracadabra,Lady Gaga,123,0,123,2025-06-05
Anxiety,Doechii,93,0,93,2025-06-05
How Do I Say Goodbye,Dean Lewis,640,0,640,2025-06-05
End of the World,Miley Cyrus,63,0,63,2025-06-05
Bad Dreams,Teddy Swims,266,0,266,2025-06-05
Beautiful Things,Benson Boone,504,0,504,2025-06-05
Lose Control,Teddy Swims,697,0,697,2025-06-05
Bad Desire,ENHYPEN,1,0,1,2025-06-05
BIRDS OF A FEATHER,Billie Eilish,385,0,385,2025-06-05
Pretty Little Baby,Connie Francis,27,0,27,2025-06-05
Pink Pony Club,Chappell Roan,319,0,319,2025-06-05
Espresso Macchiato,Tommy Cash,34,0,34,2025-06-05
A Bar Song,Shaboozey,420,0,420,2025-06-05
The Sound of Silence,Disturbed,1745,0,1745,2025-06-05
Shake It To The Max,"MOLIY, Silent Addy, Skillibeng & Shenseea",48,0,48,2025-06-05
Sorry I'm Here For Someone Else,Benson Boone,98,0,98,2025-06-05
Mystical Magical,Benson Boone,42,0,42,2025-06-05
Bloodline,Alex Warren,14,0,14,2025-06-05
Beautiful People,David Guetta & Sia,91,0,91,2025-06-05
Blessings,Calvin Harris & Clementine Douglas,28,0,28,2025-06-05
NOKIA,Drake,111,0,111,2025-06-05
The Glen,Levi Heron,27,0,27,2025-06-05
Starburster,Fontaines D.C.,65,0,65,2025-06-05
cliché,mgk,14,0,14,2025-06-05
Easy Lover,Miley Cyrus,7,0,7,2025-06-05
Old Phone,Ed Sheeran,35,0,35,2025-06-05
The Power Of Love,Blasterjaxx,7,0,7,2025-06-05
Her Nerdeysen,DJ Unzensiert,30,0,30,2025-06-05
Carry You Home,Alex Warren,316,0,316,2025-06-05
The Door,Teddy Swims,503,0,503,2025-06-05
Always Remember Us This Way,Lady Gaga,2093,0,2093,2025-06-05
Momma Song,Benson Boone,14,0,14,2025-06-05
luther,Kendrick Lamar & SZA,179,0,179,2025-06-05
Zombie,YUNGBLUD,7,0,7,2025-06-05
Thunderstruck,Ac/Dc,739,0,739,2025-06-05
Good News,Shaboozey,203,0,203,2025-06-05
Take On Me,a-ha,27,0,27,2025-06-05
THUNDER,SEVENTEEN,11,0,11,2025-06-05
Parlez-moi de lui,Nicole Croisille,2,0,2,2025-06-05
Loose,ENHYPEN,7,0,7,2025-06-05
There She Goes,"CYRIL, MOONLGHT & The La's",21,0,21,2025-06-05
Une femme avec toi,Nicole Croisille,2,0,2,2025-06-05
I'm The Problem,Morgan Wallen,126,0,126,2025-06-05
Born With a Broken Heart,Damiano David,220,0,220,2025-06-05
Téléphone-moi,Nicole Croisille,2,0,2,2025-06-05
Helium,ENHYPEN,1,0,1,2025-06-05
Next Summer,Damiano David,98,0,98,2025-06-05
Show Me Love,WizTheMc & bees & honey,75,0,75,2025-06-05
That’s So True,Gracie Abrams,225,0,225,2025-06-05
Liar,Jelly Roll,259,0,259,2025-06-05
Nice To Meet You,Myles Smith,210,0,210,2025-06-05
Stargazing,Myles Smith,392,0,392,2025-06-05
Too Close,ENHYPEN,1,0,1,2025-06-05
Wackelkontakt,Oimara,140,0,140,2025-06-05
Her Nerdeysen,Ati242,38,0,38,2025-06-05
Blue Strips,Jessie Murph,48,0,48,2025-06-05
I Am Not Okay,Jelly Roll,351,0,351,2025-06-05
Zombie Lady,Damiano David,14,0,14,2025-06-05
BOYZ,SixTONES,2,0,2,2025-06-05
Flowers,Miley Cyrus,863,0,863,2025-06-05
00:00,BTS,28,0,28,2025-06-05
Si Antes Te Hubiera Conocido,KAROL G,350,0,350,2025-06-05
Hard Fought Hallelujah,Brandon Lake & Jelly Roll,80,0,80,2025-06-05
Be Mine,KAMRAD,21,0,21,2025-06-05
The Emptiness Machine,LINKIN PARK,269,0,269,2025-06-05
undressed,sombr,24,0,24,2025-06-05
灿,CHENLE,1,0,1,2025-06-05
Lose Yourself,Eminem,463,0,463,2025-06-05
I Got A New One,Elizabeth Nichols,8,0,8,2025-06-05
Wenn das Liebe ist,Nina Chuba,7,0,7,2025-06-05
What I Want,Morgan Wallen & Tate McRae,20,0,20,2025-06-05
Just Keep Watching,Tate McRae,7,0,7,2025-06-05
Jumping Machine,LBI,79,0,79,2025-06-05
Come Undone,Duran Duran,4,0,4,2025-06-05
Sweet Child o' Mine,Guns N' Roses,154,0,154,2025-06-05
All The Way,BigXthaPlug & Bailey Zimmerman,63,0,63,2025-06-05
I'll Be Back,The BossHoss,5,0,5,2025-06-05
Un homme et une femme,Nicole Croisille & Pierre Barouh,1,0,1,2025-06-05
Blink Twice,Shaboozey & Myles Smith,53,0,53,2025-06-05
Nothing's Gonna Stop Us Now,Starship,79,0,79,2025-06-05
WHY,Jon Bellion & Luke Combs,13,0,13,2025-06-05
YOUR WAY'S BETTER,Forrest Frank,57,0,57,2025-06-05
