song_name,artist_name,digital_sales,physical_sales,total_sales,collection_date
Don’t Say You Love Me,Jin,5,0,5,2025-05-20
Ordinary,Alex Warren,103,0,103,2025-05-20
APT.,ROSÉ & Bruno Mars,215,0,215,2025-05-20
Die With A Smile,Lady Gaga & Bruno Mars,278,0,278,2025-05-20
Espresso Macchiato,Tommy Cash,18,0,18,2025-05-20
Messy,Lola Young,182,0,182,2025-05-20
Wasted Love,JJ,8,0,8,2025-05-20
Bara Bada Bastu,KAJ,22,0,22,2025-05-20
Anxiety,Doechii,77,0,77,2025-05-20
Azizam,Ed Sheeran,47,0,47,2025-05-20
Abracadabra,Lady Gaga,107,0,107,2025-05-20
Baller,Abor & Tynna,21,0,21,2025-05-20
New Day Will Rise,Yuval Raphael,13,0,13,2025-05-20
Volevo essere un duro,Lucio Corsi,32,0,32,2025-05-20
Bad Dreams,Teddy Swims,250,0,250,2025-05-20
End of the World,Miley Cyrus,47,0,47,2025-05-20
Pink Pony Club,Chappell Roan,303,0,303,2025-05-20
Hallucination,Sissal,5,0,5,2025-05-20
BIRDS OF A FEATHER,Billie Eilish,369,0,369,2025-05-20
Beautiful Things,Benson Boone,488,0,488,2025-05-20
Lose Control,Teddy Swims,681,0,681,2025-05-20
NOKIA,Drake,95,0,95,2025-05-20
C'est La Vie,Claude,19,0,19,2025-05-20
Her Nerdeysen,DJ Unzensiert,14,0,14,2025-05-20
The Door,Teddy Swims,487,0,487,2025-05-20
#eurodab,Käärijä & Baby Lasagna,3,0,3,2025-05-20
A Bar Song,Shaboozey,404,0,404,2025-05-20
Let You Fade,LINKIN PARK,5,0,5,2025-05-20
Always Remember Us This Way,Lady Gaga,2077,0,2077,2025-05-20
Pretty Little Baby,Connie Francis,11,0,11,2025-05-20
Blessings,Calvin Harris & Clementine Douglas,12,0,12,2025-05-20
Nothing Without Your Love,Jin,5,0,5,2025-05-20
Maman,Louane,16,0,16,2025-05-20
Background,Jin,5,0,5,2025-05-20
Voyage,Zoë Më,8,0,8,2025-05-20
Loser,Jin,5,0,5,2025-05-20
Starburster,Fontaines D.C.,49,0,49,2025-05-20
With the Clouds,Jin,5,0,5,2025-05-20
Rope It,Jin,5,0,5,2025-05-20
RÓA,VÆB,5,0,5,2025-05-20
Beautiful People,David Guetta & Sia,75,0,75,2025-05-20
The Sound of Silence,Disturbed,1729,0,1729,2025-05-20
Elevator,BAEKHYUN,2,0,2,2025-05-20
Esa Diva,Melody,16,0,16,2025-05-20
Don't Say You Love Me,Jin,1,0,1,2025-05-20
La poupée monte le son,Laura Thorn,5,0,5,2025-05-20
Old Phone,Ed Sheeran,19,0,19,2025-05-20
Liar,Jelly Roll,243,0,243,2025-05-20
"To Me, Today",Jin,5,0,5,2025-05-20
Her Nerdeysen,Ati242,22,0,22,2025-05-20
Nice To Meet You,Myles Smith,194,0,194,2025-05-20
Asteromata,Klavdia,5,0,5,2025-05-20
Lighter,Kyle Alessandro,5,0,5,2025-05-20
I'm The Problem,Morgan Wallen,110,0,110,2025-05-20
Stargazing,Myles Smith,376,0,376,2025-05-20
Tutta L'Italia,Gabry Ponte,36,0,36,2025-05-20
ICH KOMME,Erika Vikman,4,0,4,2025-05-20
What The Hell Just Happened,Remember Monday,17,0,17,2025-05-20
The Glen,Levi Heron,11,0,11,2025-05-20
Tell That Angel I Love Her,John Foster,8,0,8,2025-05-20
Mystical Magical,Benson Boone,26,0,26,2025-05-20
Don't Stop Believin',Journey,491,0,491,2025-05-20
Sorry I'm Here For Someone Else,Benson Boone,82,0,82,2025-05-20
Watch me,YOASOBI,3,0,3,2025-05-20
Heal,Jamal Roberts,3,0,3,2025-05-20
Good News,Shaboozey,187,0,187,2025-05-20
Show Me Love,WizTheMc & bees & honey,59,0,59,2025-05-20
YOUR WAY'S BETTER,Forrest Frank,41,0,41,2025-05-20
Up From the Bottom,LINKIN PARK,54,0,54,2025-05-20
luther,Kendrick Lamar & SZA,163,0,163,2025-05-20
Paradise,DJ Snake & Bipolar Sunshine,5,0,5,2025-05-20
There She Goes,"CYRIL, MOONLGHT & The La's",5,0,5,2025-05-20
Higher,Breanna Nix,2,0,2,2025-05-20
Fly Up,RIIZE,2,0,2,2025-05-20
Bur man laimi,Tautumeitas,3,0,3,2025-05-20
I Ain't Comin' Back,Morgan Wallen & Post Malone,33,0,33,2025-05-20
Lose Yourself,Eminem,448,0,448,2025-05-20
